"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38077","33092","494","2","0","0","29393","72055","20944","271","0","0","0","0","7788","3145","44418","54355","2285","101058","0"
"ALEXANDER","6170","10771","84","0","0","1","7299","22450","1005","35","0","0","0","0","835","262","11574","12439","312","24325","0"
"ALLEGHANY","2637","2608","35","0","0","0","2151","7045","81","12","0","0","0","0","293","178","3499","3826","106","7431","0"
"ANSON","11624","2461","19","2","0","8","3234","7390","7627","36","0","0","0","0","2295","67","6984","8284","2080","17348","0"
"ASHE","5289","8077","70","1","0","0","5513","18368","113","18","0","0","0","0","451","192","8906","9892","152","18950","0"
"AVERY","1405","6942","48","0","0","0","3403","11363","76","20","0","0","0","0","339","85","5462","6215","121","11798","0"
"BEAUFORT","13214","10775","90","0","0","3","9073","23344","8209","44","0","0","0","0","1558","369","14786","17498","871","33155","0"
"BERTIE","10034","1540","25","0","0","0","2479","4968","8547","18","0","0","0","0","545","27","6103","7605","370","14078","0"
"BLADEN","12580","3916","39","1","0","0","6363","13293","8430","433","0","0","0","0","743","353","10462","12296","141","22899","0"
"BRUNSWICK","27327","37655","372","2","0","1","35260","86564","9045","303","0","0","0","0","4705","1087","45719","52715","2183","100617","0"
"BUNCOMBE","75036","46115","1429","23","0","0","72322","169668","10986","410","0","0","0","0","13861","3274","87282","102395","5248","194925","0"
"BURKE","18204","20698","269","3","0","0","18959","51701","3470","92","0","0","0","0","2870","781","27283","30506","344","58133","0"
"CABARRUS","41351","49332","774","7","0","0","44213","99136","24576","349","0","0","0","0","11616","4499","60876","71791","3010","135677","0"
"CALDWELL","14125","24618","358","1","0","1","15676","50173","2851","72","0","0","0","0","1683","752","25966","28466","347","54779","0"
"CAMDEN","2224","2468","46","0","0","0","3108","6451","1100","12","0","0","0","0","283","29","3791","3985","70","7846","0"
"CARTERET","11973","22286","238","0","0","0","17849","47432","2695","103","0","0","0","0","2116","475","23994","27109","1243","52346","0"
"CASWELL","7900","3299","35","0","0","1","4439","9757","5319","23","0","0","0","0","575","130","7097","8325","252","15674","0"
"CATAWBA","25311","44696","406","2","0","0","34025","87707","9360","135","0","0","0","0","7238","2696","48144","55101","1195","104440","0"
"CHATHAM","20733","12892","234","1","0","0","18954","41572","6439","105","0","0","0","0","4698","1484","23161","27196","2457","52814","0"
"CHEROKEE","5604","9977","127","1","0","0","7497","22361","258","141","0","0","0","0","446","171","10926","12217","63","23206","0"
"CHOWAN","4821","2641","22","0","0","0","2762","6706","3182","12","0","0","0","0","346","42","4549","5591","106","10246","0"
"CLAY","1865","3584","45","1","0","0","3112","8303","43","17","0","0","0","0","244","56","4068","4432","107","8607","0"
"CLEVELAND","25872","21031","238","3","0","1","17329","47925","13945","95","0","0","0","0","2509","581","29120","34350","1004","64474","0"
"COLUMBUS","20658","7170","58","2","0","0","9401","23432","11757","1053","0","0","0","0","1047","278","16867","20164","258","37289","0"
"CRAVEN","22987","24089","358","0","0","2","21431","49377","15229","157","0","0","0","0","4104","1461","30969","36837","1061","68867","0"
"CUMBERLAND","98156","49353","1155","7","0","1","66884","96100","88589","2377","0","0","0","0","28490","11686","91903","112825","10828","215556","0"
"CURRITUCK","3950","7266","157","1","0","0","8309","17907","1065","47","0","0","0","0","664","141","9450","9993","240","19683","0"
"DARE","8748","9183","214","1","0","1","11576","28146","580","36","0","0","0","0","961","231","14115","15342","266","29723","0"
"DAVIDSON","25845","50471","444","1","0","0","31144","92598","10177","270","0","0","0","0","4860","1752","49909","56814","1182","107905","0"
"DAVIE","5440","15106","109","0","0","0","9071","26318","1987","37","0","0","0","0","1384","489","13833","15606","287","29726","0"
"DUPLIN","13988","8109","124","0","0","1","7905","18942","9015","49","0","0","0","0","2121","1500","13240","16109","778","30127","0"
"DURHAM","123339","27806","1098","20","0","0","71413","111080","82343","607","0","0","0","0","29646","7986","95434","119810","8432","223676","0"
"EDGECOMBE","26718","6220","83","2","0","0","5283","13844","23233","68","0","0","0","0","1161","381","16680","21221","405","38306","0"
"FORSYTH","104786","75786","1250","12","0","3","75412","164979","70378","522","0","0","0","0","21370","8920","112159","137709","7381","257249","0"
"FRANKLIN","18069","13330","198","3","0","0","12345","29570","11572","132","0","0","0","0","2671","919","20144","22617","1184","43945","0"
"GASTON","44648","54444","697","1","0","1","43753","109896","23989","366","0","0","0","0","9293","3327","63997","76465","3082","143544","0"
"GATES","4578","1764","29","0","0","0","2294","5371","2938","14","0","0","0","0","342","33","3899","4474","292","8665","0"
"GRAHAM","1893","2816","26","0","0","0","1658","5924","4","318","0","0","0","0","147","43","3071","3258","64","6393","0"
"GRANVILLE","18631","9362","144","1","0","0","10188","23825","12376","83","0","0","0","0","2042","692","16869","19898","1559","38326","0"
