"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"ALAMANCE","36455","38236","618","46","0","0","0","0","44988","76163","24673","264","20","1337","633","10421","6832","7915","49770","60029","10544","120343","1","0"
"ALEXANDER","3593","12723","113","5","0","0","0","0","9316","22337","940","32","1","168","37","1716","519","612","11561","12348","1841","25750","1","0"
"ALLEGHANY","1485","3629","32","2","0","0","0","0","3071","7191","79","12","0","8","12","715","202","275","3679","3880","660","8219","1","0"
"ANSON","7644","3424","58","6","0","0","0","0","4864","6763","6125","31","2","95","25","2672","283","223","5963","7271","2762","15996","1","0"
"ASHE","3313","9620","100","5","0","0","0","0","7690","18852","119","27","2","58","17","1366","287","368","9284","10132","1312","20728","1","0"
"AVERY","1122","7113","66","5","0","0","0","0","4175","11232","56","17","0","31","14","957","174","150","5567","6037","877","12481","1","0"
"BEAUFORT","8808","13323","123","13","0","0","0","0","11643","23774","6477","38","3","61","53","2635","869","811","14308","16785","2817","33910","1","0"
"BERTIE","6971","1803","41","2","0","0","0","0","3865","4607","6678","17","0","29","16","1253","82","58","5084","6334","1264","12682","1","0"
"BLADEN","7981","6020","70","11","0","0","0","0","8785","12516","7042","395","7","28","87","2162","630","691","9576","11385","1906","22867","1","0"
"BRUNSWICK","27605","60254","733","51","0","0","0","0","58658","122660","9519","434","10","681","236","10547","3214","2875","62628","72472","12201","147301","1","0"
"BUNCOMBE","71338","44869","1537","260","0","0","0","0","98902","177676","10452","368","42","1707","1004","18772","6885","6474","92124","107150","17632","216906","1","0"
"BURKE","11203","25192","360","28","0","0","0","0","23745","50279","3081","100","2","998","127","4159","1782","1777","26462","29463","4603","60528","1","0"
"CABARRUS","43586","52079","1066","131","0","0","0","0","65461","98131","33746","435","21","4452","694","15605","9239","9187","67761","79225","15337","162323","1","0"
"CALDWELL","8558","27905","342","18","0","0","0","0","19185","46127","2550","77","0","224","141","5638","1251","1437","24593","27293","4122","56008","1","0"
"CAMDEN","1191","3461","65","7","0","0","0","0","3894","6846","867","9","2","44","15","652","183","93","3833","4069","716","8618","1","0"
"CARTERET","8273","26813","333","24","0","0","0","0","22150","49739","2100","107","8","331","121","4217","970","884","25058","28075","4460","57593","1","0"
"CASWELL","5401","4831","58","3","0","0","0","0","5333","9770","4350","24","1","36","50","1100","295","309","6777","7704","1145","15626","1","0"
