"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"CATAWBA","19602","51410","672","56","0","0","0","0","46736","90876","9035","155","9","2807","316","9417","5861","5995","51302","57092","10082","118476","1","0"
"CHATHAM","20948","14985","302","30","0","0","0","0","27940","46693","5818","134","9","1381","240","7140","2790","2893","26347","30601","7257","64205","1","0"
"CHEROKEE","2963","13279","152","9","0","0","0","0","8460","23066","257","117","2","108","29","963","321","289","11765","12543","555","24863","1","0"
"CHOWAN","3130","3275","49","2","0","0","0","0","3748","6659","2527","16","6","20","23","804","149","109","4429","5243","532","10204","1","0"
"CLAY","1267","5139","54","2","0","0","0","0","3748","9537","43","16","0","19","9","494","92","109","4649","5096","465","10210","1","0"
"CLEVELAND","17998","27759","397","20","0","0","0","0","23344","47933","13146","97","8","392","211","6193","1538","1359","29293","34109","6116","69518","1","0"
"COLUMBUS","11607","11932","127","11","0","0","0","0","13582","22495","9938","975","4","61","80","2956","750","725","15788","18536","2935","37259","1","0"
"CRAVEN","18521","29035","551","51","0","0","0","0","29005","53686","13605","181","8","1324","261","5201","2897","2536","33054","38834","5275","77163","1","0"
"CUMBERLAND","82957","50929","1768","177","0","0","0","0","87810","86080","86431","2433","124","3767","1943","26779","16084","15557","88373","109236","26032","223641","1","0"
"CURRITUCK","3022","10698","205","6","0","0","0","0","10793","21135","1213","41","3","142","63","1574","553","327","11239","11895","1590","24724","1","0"
"DARE","6109","11486","216","18","0","0","0","0","14918","29544","540","35","1","127","61","1710","729","458","14871","16127","1749","32747","1","0"
"DAVIDSON","20735","59229","673","40","0","0","0","0","42058","95253","11468","258","7","1025","262","10193","4269","4352","52836","59437","10462","122735","1","0"
"DAVIE","4436","17143","157","15","0","0","0","0","11969","28105","1960","41","0","166","82","2377","989","1144","14933","16539","2248","33720","1","0"
"DUPLIN","9602","10699","127","11","0","0","0","0","11894","18663","7803","62","3","65","118","3511","2108","2725","13543","15754","3036","32333","1","0"
"DURHAM","122540","22535","1015","220","0","0","0","0","100760","116081","72394","565","45","9585","2528","32898","12974","14240","95454","121111","30505","247070","1","0"
"EDGECOMBE","18772","6911","116","17","0","0","0","0","10030","12085","18291","58","2","58","87","4495","770","802","13635","17725","4486","35846","1","0"
"FORSYTH","94651","71221","1598","197","0","0","0","0","106004","161167","65027","507","37","3852","1419","27538","14124","16264","110582","136688","26401","273671","1","0"
"FRANKLIN","16528","17829","372","20","0","0","0","0","21961","35621","12554","135","5","423","183","5161","2628","2666","23662","26985","6063","56710","1","0"
"GASTON","40270","62752","1167","77","0","0","0","0","59693","110883","29939","333","19","1613","633","13327","7212","7892","69668","82100","12191","163959","1","0"
"GATES","2934","2363","33","3","0","0","0","0","2937","5251","2325","17","0","10","38","539","90","62","3623","4051","596","8270","1","0"
"GRAHAM","904","3270","27","0","0","0","0","0","2052","5668","11","271","1","14","5","230","53","47","2960","3089","204","6253","1","0"
"GRANVILLE","14689","11718","225","10","0","0","0","0","15170","22450","10822","73","2","187","180","6696","1402","1399","16210","18560","7042","41812","1","0"
"GREENE","4260","2745","29","6","0","0","0","0","3968","5957","3544","9","1","15","14","884","584","618","4657","5563","788","11008","1","0"
"GUILFORD","152230","88623","1979","244","0","0","0","0","149342","193492","129304","999","57","11063","2524","36502","18477","17317","162699","202086","27633","392418","1","0"
"HALIFAX","18290","4852","95","8","0","0","0","0","11380","13290","17156","952","4","187","120","2456","460","369","14436","17766","2423","34625","1","0"
"HARNETT","24187","34635","799","78","0","0","0","0","35924","58303","18778","485","34","901","501","10223","6398","6979","39723","46168","9732","95623","1","0"
"HAYWOOD","10813","17344","311","31","0","0","0","0","19730","44221","496","142","0","179","97","2342","752","822","21836","24695","1698","48229","1","0"
"HENDERSON","16934","32542","621","63","0","0","0","0","41912","79335","2425","154","17","602","373","5923","3243","3638","39551","46740","5781","92072","1","0"
"HERTFORD","7938","1720","41","5","0","0","0","0","3931","4502","7780","89","3","41","49","1014","157","115","5568","7119","948","13635","1","0"
"HOKE","12949","8118","307","27","0","0","0","0","15505","13789","12889","1951","21","394","222","4708","2932","2904","15138","17901","3867","36906","1","0"
"HYDE","1142","739","13","0","0","0","0","0","1147","2283","510","2","0","2","5","167","72","75","1356","1527","158","3041","1","0"
"IREDELL","27546","61602","908","51","0","0","0","0","59374","113815","16530","220","14","1851","400","10587","6064","6332","65731","72484","11266","149481","1","0"
"JACKSON","7599","8863","226","27","0","0","0","0","14034","24423","566","1557","9","234","177","2994","789","908","13082","14696","2971","30749","1","0"
"JOHNSTON","41004","61623","1190","92","0","0","0","0","66262","111198","28807","456","30","1341","574","17427","10338","11955","72811","83648","13712","170171","1","0"
"JONES","2120","2420","30","0","0","0","0","0","2484","4314","1805","13","3","20","22","750","127","139","2967","3350","737","7054","1","0"
"LEE","11935","12981","316","24","0","0","0","0","16297","26232","7376","138","8","342","242","3871","3344","4217","17413","20590","3550","41553","1","0"
"LENOIR","14607","10708","133","19","0","0","0","0","12483","18402","13936","52","5","109","113","4270","1063","1082","14828","18882","4240","37950","1","0"
"LINCOLN","11061","33989","412","21","0","0","0","0","24977","58642","3840","87","3","375","149","5174","2190","2535","31109","33914","5437","70460","1","0"
"MACON","4478","12729","181","12","0","0","0","0","12124","26807","211","68","1","123","56","1504","754","787","13745","15275","504","29524","1","0"
"MADISON","4505","5132","119","15","0","0","0","0","7924","15611","114","30","4","67","38","1589","242","208","7620","8215","1860","17695","1","0"
"MARTIN","6826","3681","62","7","0","0","0","0","5868","8554","5836","26","1","25","48","1685","269","249","6551","8228","1665","16444","1","0"
"MCDOWELL","4836","13959","183","12","0","0","0","0","12127","27929","843","41","0","160","114","1301","729","751","14182","15381","1554","31117","1","0"
"MECKLENBURG","321919","157303","5399","585","0","0","0","0","349320","416119","248909","2115","95","26504","4710","83128","52946","54706","346413","415012","73101","834526","1","0"
"MITCHELL","923","6390","53","4","0","0","0","0","3848","9953","50","12","1","19","14","1043","126","158","4953","5402","863","11218","1","0"
"MONTGOMERY","4355","6749","74","7","0","0","0","0","6085","12015","2708","46","1","185","42","1455","818","945","7505","8413","1352","17270","1","0"
"MOORE","14699","33676","601","26","0","0","0","0","32105","64771","7312","402","8","786","242","4868","2718","2390","35555","41343","4209","81107","1","0"
"NASH","25189","19951","268","23","0","0","0","0","25739","34437","26287","366","6","386","257","7004","2427","2362","28890","35186","7094","71170","1","0"
"NEW HANOVER","49172","54868","1344","136","0","0","0","0","82286","141841","18132","426","16","1675","738","19494","5484","5061","76300","90741","20765","187806","1","0"
"NORTHAMPTON","6995","1651","32","2","0","0","0","0","4057","5022","6579","29","0","11","15","979","102","90","5424","6308","1005","12737","1","0"
"ONSLOW","21707","51246","1668","78","0","0","0","0","59372","89287","19019","499","73","1961","755","13659","8818","9241","57068","64106","12897","134071","1","0"
"ORANGE","49280","13117","463","85","0","0","0","0","48862","75572","11426","231","9","5726","1011","12705","5127","4965","45372","54106","12329","111807","1","0"
"PAMLICO","2438","4326","51","5","0","0","0","0","3459","8042","1317","24","1","46","16","680","153","145","4596","5015","668","10279","1","0"
"PASQUOTANK","9556","8119","195","19","0","0","0","0","13127","16957","9276","34","3","166","147","3646","787","529","12658","14794","3564","31016","1","0"
"PENDER","10059","22310","402","17","0","0","0","0","21376","41510","5554","142","4","271","144","4783","1756","1780","23346","25671","5147","54164","1","0"
"PERQUIMANS","2447","3913","52","3","0","0","0","0","4220","7670","1736","19","2","24","20","1039","125","84","4455","5108","1072","10635","1","0"
"PERSON","8711","8804","129","9","0","0","0","0","10642","18347","6808","111","3","59","89","2150","728","728","12163","14080","2052","28295","1","0"
"PITT","45244","31183","673","77","0","0","0","0","48896","64849","39665","243","15","1177","623","14375","5126","4376","49263","62041","14769","126073","1","0"
"POLK","3386","6660","105","3","0","0","0","0","7116","15246","581","15","2","56","36","1018","316","344","7685","8972","613","17270","1","0"
"RANDOLPH","13821","51820","529","27","0","0","0","0","33043","79146","6238","300","9","837","211","7691","4808","5385","43497","48573","7170","99240","1","0"
"RICHMOND","10375","8208","108","15","0","0","0","0","9740","16396","8329","400","4","155","48","2126","988","793","12105","14379","1962","28446","1","0"
"ROBESON","29620","16255","226","30","0","0","0","0","30902","19838","18223","25395","46","301","431","9238","3561","2863","31202","38716","7115","77033","1","0"
"ROCKINGHAM","15818","26339","325","28","0","0","0","0","21497","44873","11169","108","0","234","165","5781","1677","1717","28187","32759","3061","64007","1","0"
"ROWAN","21462","43751","624","48","0","0","0","0","35547","72557","15699","168","8","607","316","7922","4155","4437","43549","49527","8356","101432","1","0"
"RUTHERFORD","8456","21235","238","22","0","0","0","0","17291","38249","3761","44","1","157","88","3799","1143","1094","20300","23242","3700","47242","1","0"
"SAMPSON","11502","16014","176","20","0","0","0","0","10965","22248","9640","522","2","100","106","3108","2951","3467","16748","19609","2320","38677","1","0"
"SCOTLAND","8358","5089","77","12","0","0","0","0","8334","9362","7443","1781","18","172","117","2650","327","300","8576","10792","2502","21870","1","0"
"STANLY","7900","22841","236","36","0","0","0","0","16153","36059","4981","84","5","470","68","4365","1134","1100","19936","22478","4752","47166","1","0"
"STOKES","4616","18144","199","18","0","0","0","0","10788","29080","1235","55","2","79","84","2693","537","597","16118","17531","116","33765","1","0"
"SURRY","7913","23642","216","18","0","0","0","0","16979","40892","1620","47","3","136","96","4010","1964","2505","21504","24019","3245","48768","1","0"
"SWAIN","2435","3371","76","13","0","0","0","0","4153","7456","99","1635","1","40","36","600","181","124","4517","5002","529","10048","1","0"
"TRANSYLVANIA","5385","8646","153","10","0","0","0","0","12547","23735","708","44","2","104","71","1668","409","319","11724","13316","1701","26741","1","0"
"TYRRELL","925","506","12","1","0","0","0","0","918","1437","621","3","0","21","4","223","53","49","1017","1118","227","2362","1","0"
"UNION","38408","72268","1123","86","0","0","0","0","72281","120546","19388","544","15","4988","723","28685","9277","10043","75385","83764","25017","184166","1","0"
"VANCE","14502","5341","110","11","0","0","0","0","8127","11210","13367","56","5","105","93","2286","969","984","11224","14606","2261","28091","1","0"
"WAKE","281750","173071","5356","651","0","0","0","0","394130","512151","149260","2248","95","39401","4769","95485","51549","42921","357005","411794","86159","854958","1","0"
"WARREN","7297","2555","43","3","0","0","0","0","3574","5699","6076","539","2","37","43","852","224","180","5732","6839","901","13472","1","0"
"WASHINGTON","4150","1549","23","2","0","0","0","0","2496","3606","3603","8","2","16","13","858","114","84","3322","4063","835","8220","1","0"
"WATAUGA","10461","12284","303","61","0","0","0","0","21161","38298","823","49","12","374","415","3437","862","1394","19208","21858","3204","44270","1","0"
"WAYNE","25229","26778","430","35","0","0","0","0","24369","41971","23272","148","7","576","360","5985","4522","4180","32097","38442","6302","76841","1","0"
"WILKES","5867","25210","187","10","0","0","0","0","14023","39276","1561","48","0","157","93","3087","1075","1203","20039","22051","3207","45297","1","0"
"WILSON","22461","14118","235","27","0","0","0","0","18017","26652","20765","120","2","304","135","4362","2518","2370","22436","28291","4131","54858","1","0"
"YADKIN","2670","14713","120","5","0","0","0","0","8143","22019","730","23","2","67","34","1760","1016","1221","11454","12396","1801","25651","1","0"
"YANCEY","3308","5526","83","9","0","0","0","0","5534","12995","72","28","1","30","23","1113","198","209","6486","7037","937","14460","1","0"
