"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36485","38077","635","51","0","0","0","0","43271","75477","24315","261","19","1301","643","10156","6347","7511","49063","59189","10267","118519","1"
"ALEXANDER","3690","12668","117","4","0","0","0","0","9091","22181","935","32","1","159","37","1742","483","580","11469","12251","1850","25570","1"
"ALLEGHANY","1536","3594","37","1","0","0","0","0","2961","7121","78","11","0","8","13","721","177","258","3619","3844","666","8129","1"
"ANSON","7616","3388","54","6","0","0","0","0","4694","6627","6053","34","2","87","25","2665","265","210","5885","7133","2740","15758","1"
"ASHE","3394","9513","98","5","0","0","0","0","7467","18632","113","27","2","56","17","1366","264","352","9130","10030","1317","20477","1"
"AVERY","1128","7062","66","4","0","0","0","0","4028","11052","55","17","0","29","14","972","149","140","5468","5926","894","12288","1"
"BEAUFORT","9076","13231","121","10","0","0","0","0","11087","23549","6495","38","3","62","51","2500","827","771","14183","16674","2668","33525","1"
"BERTIE","7000","1793","41","1","0","0","0","0","3417","4561","6631","16","1","29","15","928","71","52","5046","6265","941","12252","1"
"BLADEN","8148","5943","75","11","0","0","0","0","8432","12462","7030","394","6","27","87","2015","588","655","9504","11333","1772","22609","1"
"BRUNSWICK","27481","58835","723","40","0","0","0","0","56168","119103","9229","412","12","649","235","10637","2970","2678","60784","70238","12225","143247","1"
"BUNCOMBE","71065","44860","1544","243","0","0","0","0","95019","175195","10209","363","44","1675","1000","17754","6491","6196","90535","105594","16602","212731","1"
"BURKE","11367","24973","356","22","0","0","0","0","23189","49803","3059","96","2","975","129","4188","1655","1673","26177","29130","4600","59907","1"
"CABARRUS","43181","51887","1082","125","0","0","0","0","63417","97080","32888","427","21","4246","698","15696","8636","8713","66508","77826","15358","159692","1"
"CALDWELL","8659","27793","343","18","0","0","0","0","18716","45937","2530","77","0","208","142","5464","1171","1360","24411","27110","4008","55529","1"
"CAMDEN","1188","3359","64","6","0","0","0","0","3775","6713","859","8","2","38","16","587","169","82","3746","3998","648","8392","1"
"CARTERET","8406","26630","346","26","0","0","0","0","21459","49142","2071","101","7","329","122","4180","915","849","24683","27755","4429","56867","1"
"CASWELL","5463","4739","59","2","0","0","0","0","5208","9660","4324","24","1","37","47","1100","278","296","6698","7625","1148","15471","1"
"CATAWBA","19510","50957","673","51","0","0","0","0","45315","89521","8900","156","9","2725","316","9383","5496","5720","50348","56147","10011","116506","1"
"CHATHAM","20850","14955","308","29","0","0","0","0","27344","46136","5781","131","9","1335","249","7236","2609","2767","25968","30208","7310","63486","1"
"CHEROKEE","2984","13046","148","8","0","0","0","0","8258","22669","250","117","2","101","30","968","307","281","11550","12338","556","24444","1"
"CHOWAN","3164","3236","46","1","0","0","0","0","3518","6589","2552","16","5","18","23","623","139","100","4348","5170","447","9965","1"
"CLAY","1267","5059","52","2","0","0","0","0","3647","9375","42","16","0","18","9","482","85","101","4565","5007","455","10027","1"
"CLEVELAND","18162","27593","401","21","0","0","0","0","22580","47368","12985","95","8","385","213","6251","1452","1294","28918","33693","6146","68757","1"
"COLUMBUS","12172","11746","123","7","0","0","0","0","12737","22323","9887","961","4","59","81","2773","697","670","15636","18407","2742","36785","1"
"CRAVEN","18493","28753","544","42","0","0","0","0","28060","52969","13465","178","8","1295","262","4997","2718","2422","32548","38280","5064","75892","1"
"CUMBERLAND","82512","50685","1751","155","0","0","0","0","83706","84985","84887","2396","125","3666","1952","25556","15242","14984","86627","107408","24774","218809","1"
"CURRITUCK","3018","10460","205","5","0","0","0","0","10466","20704","1175","41","3","127","66","1518","520","306","10971","11637","1546","24154","1"
"DARE","6610","11317","229","18","0","0","0","0","14014","29026","524","33","1","122","62","1726","694","420","14581","15856","1751","32188","1"
"DAVIDSON","20654","58870","682","35","0","0","0","0","40797","94224","11170","257","7","990","265","10186","3939","4087","51977","58656","10405","121038","1"
"DAVIE","4438","17051","151","14","0","0","0","0","11592","27752","1936","40","0","153","85","2380","900","1073","14701","16313","2232","33246","1"
"DUPLIN","9776","10509","120","10","0","0","0","0","11237","18444","7768","60","3","65","122","3217","1973","2598","13373","15541","2738","31652","1"
"DURHAM","121822","22704","1041","214","0","0","0","0","96717","114523","71639","570","45","9369","2524","31665","12163","13628","93968","119240","29290","242498","1"
"EDGECOMBE","18998","6908","112","12","0","0","0","0","9091","12068","18358","66","3","57","92","3750","727","754","13604","17758","3759","35121","1"
"FORSYTH","94161","71414","1596","179","0","0","0","0","102430","159700","64402","508","36","3737","1458","26720","13219","15576","109161","135001","25618","269780","1"
"FRANKLIN","16540","17645","389","22","0","0","0","0","21072","34983","12382","143","6","405","184","5142","2423","2522","23204","26476","5988","55668","1"
"GASTON","40106","62473","1153","69","0","0","0","0","57551","109795","29146","330","14","1561","646","13136","6724","7435","68592","80813","11947","161352","1"
"GATES","3037","2292","32","2","0","0","0","0","2766","5156","2301","17","0","10","37","526","82","58","3562","3983","584","8129","1"
"GRAHAM","940","3222","31","0","0","0","0","0","1999","5607","10","273","1","16","5","229","51","44","2918","3066","208","6192","1"
"GRANVILLE","14898","11607","219","8","0","0","0","0","14723","22341","10802","76","2","184","181","6542","1327","1320","16086","18431","6938","41455","1"
"GREENE","4327","2716","30","4","0","0","0","0","3821","5903","3552","9","1","16","14","849","554","583","4622","5527","749","10898","1"
"GUILFORD","151766","88895","2002","248","0","0","0","0","143104","192393","127738","967","56","10823","2533","33918","17587","16618","160655","199868","25492","386015","1"
"HALIFAX","18397","4849","95","7","0","0","0","0","10796","13218","17066","945","4","184","119","2162","446","347","14355","17644","2145","34144","1"
"HARNETT","23878","34099","788","69","0","0","0","0","34298","56903","18229","482","33","847","499","10162","5977","6577","38671","44873","9588","93132","1"
"HAYWOOD","11096","17192","317","31","0","0","0","0","19102","43761","492","136","0","172","98","2365","714","772","21577","24452","1709","47738","1"
"HENDERSON","16804","32379","607","55","0","0","0","0","40983","78315","2368","151","15","580","373","5983","3043","3453","38986","46081","5761","90828","1"
"HERTFORD","8032","1698","38","4","0","0","0","0","3686","4477","7778","89","3","41","49","866","155","111","5569","7084","805","13458","1"
"HOKE","12865","7993","301","26","0","0","0","0","14327","13456","12585","1907","22","376","220","4216","2730","2730","14698","17412","3402","35512","1"
"HYDE","1182","709","12","0","0","0","0","0","1071","2247","503","2","0","2","7","157","56","63","1325","1499","150","2974","1"
"IREDELL","27198","60846","896","48","0","0","0","0","57538","111803","16065","212","14","1762","411","10610","5649","5989","64351","70952","11223","146526","1"
"JACKSON","7748","8766","220","24","0","0","0","0","13665","24211","576","1514","9","239","179","2945","750","898","12923","14553","2947","30423","1"
"JOHNSTON","40492","61082","1205","95","0","0","0","0","63581","109197","28037","453","29","1256","575","17393","9515","11239","71194","81798","13463","166455","1"
"JONES","2159","2405","30","0","0","0","0","0","2354","4260","1823","11","2","19","22","694","117","129","2936","3330","682","6948","1"
"LEE","11907","12891","307","23","0","0","0","0","15781","25852","7297","137","9","333","248","3886","3147","4048","17114","20242","3553","40909","1"
"LENOIR","14777","10600","131","17","0","0","0","0","11786","18209","13847","52","5","99","118","4005","976","1014","14662","18671","3978","37311","1"
"LINCOLN","11117","33685","411","18","0","0","0","0","24382","57956","3798","88","2","364","151","5216","2038","2443","30715","33446","5452","69613","1"
"MACON","4559","12626","200","10","0","0","0","0","11722","26474","203","66","1","123","58","1486","706","748","13550","15064","503","29117","1"
"MADISON","4522","5072","113","14","0","0","0","0","7695","15345","112","26","3","65","39","1594","232","206","7472","8092","1852","17416","1"
"MARTIN","6958","3656","60","6","0","0","0","0","5497","8521","5836","24","1","23","49","1470","253","234","6510","8211","1456","16177","1"
"MCDOWELL","4943","13868","177","11","0","0","0","0","11747","27635","824","38","0","154","121","1296","678","713","13988","15232","1526","30746","1"
"MECKLENBURG","318602","157156","5413","590","0","0","0","0","335136","409952","244065","2097","94","25675","4764","80094","50156","52317","339510","407371","70016","816897","1"
"MITCHELL","967","6413","57","4","0","0","0","0","3691","9875","46","14","1","16","15","1049","116","151","4902","5360","870","11132","1"
"MONTGOMERY","4435","6682","73","7","0","0","0","0","5925","11893","2727","46","1","183","42","1483","747","879","7417","8343","1362","17122","1"
