"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36889","33761","550","20","0","47","32517","70285","21210","257","0","0","0","0","12032","4106","44168","54219","5397","103784","0"
"ALEXANDER","5165","10978","95","1","0","17","7577","21550","926","35","0","0","0","0","1322","340","11121","11971","741","23833","0"
"ALLEGHANY","2154","2743","31","2","0","1","2292","6660","74","8","0","0","0","0","481","179","3332","3601","290","7223","0"
"ANSON","10031","2557","29","8","0","23","3465","6676","6809","28","0","0","0","0","2600","84","6238","7550","2325","16113","0"
"ASHE","4520","8232","77","3","0","8","5746","17593","106","21","0","0","0","0","866","216","8557","9553","476","18586","0"
"AVERY","1339","6711","53","3","0","3","3386","10832","76","17","0","0","0","0","570","86","5293","5921","281","11495","0"
"BEAUFORT","11835","11298","99","12","0","13","9595","22883","7681","42","0","0","0","0","2246","474","14328","16921","1603","32852","0"
"BERTIE","8578","1470","29","2","0","2","2750","4561","7638","19","0","0","0","0","613","37","5489","6906","436","12831","0"
"BLADEN","10766","4477","55","1","0","7","6789","12593","7934","392","0","0","0","0","1176","441","9950","11721","424","22095","0"
"BRUNSWICK","26262","41934","473","18","0","35","39123","90107","8601","327","0","0","0","0","8810","1373","47304","54476","6065","107845","0"
"BUNCOMBE","73934","44458","1511","156","0","79","75128","165823","10516","377","0","0","0","0","18550","3883","85416","100931","8919","195266","0"
"BURKE","15277","20787","292","28","0","32","18847","47730","3181","79","0","0","0","0","4273","958","25219","28209","1835","55263","0"
"CABARRUS","42119","49579","944","51","0","93","48619","95195","26639","348","0","0","0","0","19223","5338","60917","71875","8613","141405","0"
"CALDWELL","11293","24170","351","34","0","23","15516","45760","2670","59","0","0","0","0","2898","899","23804","26238","1345","51387","0"
"CAMDEN","1779","2643","54","1","0","2","3284","6333","964","11","0","0","0","0","455","34","3659","3872","232","7763","0"
"CARTERET","9775","22039","225","7","0","16","17135","43466","2187","81","0","0","0","0","3463","498","21851","24801","2545","49197","0"
"CASWELL","6881","3493","38","4","0","6","4412","9112","4816","17","0","0","0","0","889","160","6619","7673","542","14834","0"
"CATAWBA","22568","44572","466","22","0","50","35796","83513","8950","118","0","0","0","0","10893","3408","46505","52628","4341","103474","0"
"CHATHAM","20501","13272","264","15","0","22","20857","41310","6036","116","0","0","0","0","7469","1734","23158","27282","4491","54931","0"
"CHEROKEE","4235","9960","126","7","0","8","6985","20357","217","124","0","0","0","0","623","176","10112","11141","68","21321","0"
"CHOWAN","4170","2689","31","3","0","2","3026","6420","3005","12","0","0","0","0","484","62","4330","5400","191","9921","0"
"CLAY","1612","3838","55","3","0","5","3101","8209","46","15","0","0","0","0","344","58","3994","4413","207","8614","0"
"CLEVELAND","22739","22282","287","9","0","42","18293","45963","13453","91","0","0","0","0","4145","668","28091","33100","2461","63652","0"
"COLUMBUS","16852","8317","82","5","0","16","9948","21956","10733","938","0","0","0","0","1593","314","15670","18770","780","35220","0"
"CRAVEN","21252","25103","410","32","0","28","22856","48811","14613","164","0","0","0","0","6093","1638","30414","36604","2663","69681","0"
"CUMBERLAND","92979","48535","1349","59","0","131","69432","89418","86555","2297","0","0","0","0","34215","12385","87055","109182","16248","212485","0"
"CURRITUCK","3567","8239","173","11","0","8","8777","18461","1084","46","0","0","0","0","1184","160","9802","10353","620","20775","0"
"DARE","7593","9394","188","11","0","11","11303","26280","520","35","0","0","0","0","1665","244","13094","14479","927","28500","0"
"DAVIDSON","23446","51032","483","27","0","49","32698","88352","10166","252","0","0","0","0","8965","2156","48229","54902","4604","107735","0"
"DAVIE","4998","15424","135","8","0","19","9456","25650","1879","35","0","0","0","0","2476","559","13648","15175","1217","30040","0"
"DUPLIN","12349","8393","100","3","0","20","8576","17910","8402","49","0","0","0","0","3080","1629","12763","15242","1436","29441","0"
"DURHAM","125166","25802","1140","117","0","59","77817","109797","78563","587","0","0","0","0","41154","9493","93879","118885","17337","230101","0"
"EDGECOMBE","22999","5977","79","6","0","13","5487","12116","20629","72","0","0","0","0","1744","439","14551","19127","883","34561","0"
"FORSYTH","102471","73579","1399","94","0","125","81881","159606","68702","510","0","0","0","0","30731","10598","109600","134939","15010","259549","0"
"FRANKLIN","16693","13877","254","19","0","28","13599","28569","10930","129","0","0","0","0","4842","1118","19275","22057","3138","44470","0"
"GASTON","41192","54807","855","45","0","103","45129","103618","24097","323","0","0","0","0","14093","3941","61723","73468","6940","142131","0"
"GATES","3820","1807","30","0","0","4","2323","4952","2580","16","0","0","0","0","436","42","3565","4059","360","7984","0"
"GRAHAM","1490","2678","26","0","0","2","1590","5380","4","267","0","0","0","0","135","18","2752","2964","70","5786","0"
"GRANVILLE","17272","9585","153","8","0","16","10959","22687","11871","78","0","0","0","0","3357","806","16167","19080","2746","37993","0"
"GREENE","5596","2264","22","5","0","4","3134","6128","4019","10","0","0","0","0","868","428","4880","5855","290","11025","0"
"GUILFORD","161159","90785","2056","139","0","149","112609","196168","125129","981","0","0","0","0","44619","10869","156708","196408","13781","366897","0"
"HALIFAX","22863","4579","94","9","0","5","8923","14188","19373","1065","0","0","0","0","1847","255","15802","19696","975","36473","0"
"HARNETT","24710","27285","549","23","0","51","23961","48931","16558","455","0","0","0","0","10635","3730","32826","39160","4593","76579","0"
"HAYWOOD","14332","14003","274","11","0","19","14523","40731","453","101","0","0","0","0","1877","391","19718","22639","805","43162","0"
"HENDERSON","16903","30475","482","29","0","31","34104","73193","2348","142","0","0","0","0","6341","2000","36179","43050","2795","82024","0"
"HERTFORD","10130","1435","33","3","0","9","2985","4650","9159","94","0","0","0","0","692","102","6161","8099","335","14595","0"
"HOKE","13876","6655","237","10","0","29","10143","12958","12218","1988","0","0","0","0","3786","2038","13648","16710","592","30950","0"
"HYDE","1549","539","17","1","0","0","963","2273","640","1","0","0","0","0","155","35","1397","1564","108","3069","0"
"IREDELL","28237","51138","648","37","0","48","43053","98114","13700","213","0","0","0","0","11134","3296","55740","62233","5188","123161","0"
"JACKSON","9363","7585","187","9","0","6","10516","23316","633","1364","0","0","0","0","2353","571","12218","14124","1324","27666","0"
"JOHNSTON","38408","51491","863","37","0","111","43407","96558","21651","375","0","0","0","0","15733","5822","60147","69522","4648","134317","0"
"JONES","3107","1994","30","1","0","1","2059","4442","2299","15","0","0","0","0","436","73","3234","3680","278","7192","0"
"LEE","13421","10720","213","4","0","24","12307","24224","7333","141","0","0","0","0","4991","2643","15762","19084","1843","36689","0"
"LENOIR","18367","9693","113","3","0","10","8937","19202","15492","63","0","0","0","0","2366","634","15820","19830","1473","37123","0"
"LINCOLN","12138","26840","299","18","0","30","19105","50216","3116","81","0","0","0","0","5017","1488","26600","29047","2783","58430","0"
"MACON","5827","10790","148","14","0","14","8748","24237","180","50","0","0","0","0","1074","341","11767","13520","254","25541","0"
"MADISON","5803","4294","113","10","0","5","6000","15054","173","26","0","0","0","0","972","164","7498","8015","712","16225","0"
"MARTIN","8848","3297","37","4","0","7","3848","8642","6805","29","0","0","0","0","565","129","7036","8753","252","16041","0"
"MCDOWELL","6887","11230","153","8","0","10","9517","26349","790","25","0","0","0","0","641","375","13165","14640","0","27805","0"
"MECKLENBURG","325800","164722","5134","283","0","363","259324","399572","240415","2049","0","0","0","0","113590","35943","326390","391848","37388","755626","0"
"MITCHELL","1041","6174","34","1","0","3","3105","9764","31","9","0","0","0","0","554","96","4818","5254","286","10358","0"
"MONTGOMERY","6209","5349","72","2","0","20","4493","11476","3184","42","0","0","0","0","1443","604","7367","8253","525","16145","0"
"MOORE","15876","28666","448","21","0","39","24721","56695","7900","312","0","0","0","0","4864","1282","31103","37112","1556","69771","0"
"NASH","31211","18853","239","8","0","37","15783","34490","26346","330","0","0","0","0","4965","1358","28812","35075","2244","66131","0"
"NEW HANOVER","51027","52682","1233","67","0","78","64360","131949","20570","386","0","0","0","0","16542","3176","72727","85300","11420","169447","0"
"NORTHAMPTON","9096","1420","28","4","0","4","3061","5244","7769","33","0","0","0","0","567","49","5921","7183","509","13613","0"
