"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36968","36970","698","28","90","0","40112","74435","23842","262","11","1105","673","9605","4933","6264","47934","58027","8905","114866","1"
"ALEXANDER","4081","12272","116","2","24","0","8839","22193","964","36","1","152","37","1560","391","528","11468","12254","1612","25334","1"
"ALLEGHANY","1712","3406","42","0","9","0","2886","7145","75","8","0","6","16","659","146","247","3592","3860","603","8055","1"
"ANSON","8729","3180","60","2","20","0","4216","6867","6487","33","1","100","22","2496","201","152","6175","7452","2580","16207","1"
"ASHE","3690","9348","105","2","14","0","7270","18797","122","24","2","55","17","1180","232","341","9207","10135","1087","20429","1"
"AVERY","1295","7403","66","2","13","0","4141","11718","63","19","0","24","19","947","130","125","5781","6319","820","12920","1"
"BEAUFORT","10190","12985","129","3","27","0","11132","24105","7186","41","2","62","67","2258","745","708","14763","17328","2375","34466","1"
"BERTIE","7589","1726","37","1","4","0","3257","4598","7083","19","1","31","18","791","73","56","5265","6556","793","12614","1"
"BLADEN","9065","5578","88","3","20","0","7981","12659","7525","407","3","23","95","1492","531","623","9882","11604","1249","22735","1"
"BRUNSWICK","27346","54453","704","22","118","0","51875","112072","9091","390","9","539","251","9822","2344","2215","57270","66194","11054","134518","1"
"BUNCOMBE","72605","45070","1666","125","287","0","91043","175287","10316","350","46","1584","994","16453","5766","5573","90053","105337","15406","210796","1"
"BURKE","12390","23853","364","12","43","0","22655","49552","3077","92","1","968","126","4078","1423","1466","26031","28958","4328","59317","1"
"CABARRUS","43420","51276","1228","73","257","0","59063","97335","31611","398","10","3601","740","14620","7002","7498","65211","76454","13652","155317","1"
"CALDWELL","9150","26754","366","6","61","0","17920","46296","2564","72","0","193","137","4020","975","1202","24012","26605","3640","54257","1"
"CAMDEN","1397","3272","74","1","18","0","3825","7044","936","11","1","35","18","382","160","69","3930","4219","438","8587","1"
"CARTERET","9252","26241","360","9","63","0","21250","49487","2239","104","8","305","134","4119","779","774","24820","28046","4309","57175","1"
"CASWELL","5902","4351","62","2","9","0","5054","9543","4567","24","1","30","49","938","228","248","6742","7672","966","15380","1"
"CATAWBA","20045","48898","667","25","227","0","43683","87863","8868","148","5","2588","342","9039","4692","5134","49441","54998","9106","113545","1"
"CHATHAM","21048","14514","327","18","68","0","25454","45069","5910","125","3","1093","257","6889","2083","2411","25293","29440","6696","61429","1"
"CHEROKEE","3288","12241","150","4","16","0","8051","22126","256","118","1","94","32","875","248","255","11216","12048","486","23750","1"
"CHOWAN","3603","3185","44","2","13","0","3571","6815","2853","13","5","16","24","576","116","93","4521","5529","368","10418","1"
"CLAY","1371","4843","59","0","2","0","3679","9348","43","16","0","17","11","441","78","90","4550","4992","412","9954","1"
"CLEVELAND","19520","26513","412","16","97","0","21979","47602","13417","90","4","326","223","5654","1221","1135","29138","33826","5573","68537","1"
"COLUMBUS","13554","11031","115","4","18","0","12119","22220","10372","951","5","65","87","2518","623","591","15826","18630","2385","36841","1"
"CRAVEN","19890","28527","596","23","122","0","27828","53614","14333","184","8","1226","285","4906","2430","2256","33001","39146","4839","76986","1"
"CUMBERLAND","86394","48661","1815","80","306","0","74757","85705","84622","2339","69","3430","2064","20629","13155","13774","85409","106294","20310","212013","1"
"CURRITUCK","3339","10213","217","4","37","0","10404","20955","1197","47","3","104","75","1367","466","262","11122","11766","1326","24214","1"
"DARE","7448","11596","252","11","41","0","14257","30402","565","37","1","128","62","1796","614","376","15171","16662","1772","33605","1"
"DAVIDSON","21207","56468","693","20","206","0","38588","92958","10867","244","5","884","264","8881","3079","3422","50883","57613","8686","117182","1"
"DAVIE","4617","16606","159","11","60","0","11326","27560","1949","44","0","144","81","2310","691","903","14544","16184","2051","32779","1"
"DUPLIN","10630","9915","128","9","28","0","10697","18330","8080","71","1","69","135","3102","1619","2420","13329","15588","2490","31407","1"
"DURHAM","124227","23382","1181","87","295","0","86752","113755","73090","577","38","8670","2667","26960","10167","11955","92990","118126","24808","235924","1"
"EDGECOMBE","20330","6683","103","6","59","0","7118","12049","19271","59","2","47","112","2121","638","662","13933","18248","2118","34299","1"
"FORSYTH","96612","70722","1652","88","331","0","94251","158770","65045","512","29","3413","1520","23572","10795","13799","108180","133217","22259","263656","1"
"FRANKLIN","16773","16551","382","12","72","0","19092","33451","12138","146","3","324","191","4790","1839","2035","22185","25317","5380","52882","1"
"GASTON","40373","60972","1184","45","441","0","54979","109479","28030","327","7","1382","652","12478","5639","6352","67435","79251","11308","157994","1"
"GATES","3406","2166","38","2","9","0","2690","5180","2450","18","0","11","41","526","85","55","3611","4124","576","8311","1"
"GRAHAM","1056","3132","35","1","1","0","1938","5588","9","266","1","19","5","231","44","40","2895","3057","211","6163","1"
"GRANVILLE","15758","10978","220","7","65","0","13340","22964","11428","77","3","178","190","4241","1287","1210","16411","18994","4963","40368","1"
"GREENE","4734","2555","30","1","25","0","3625","5998","3745","12","0","17","23","683","492","531","4743","5647","580","10970","1"
"GUILFORD","155313","88877","2234","109","392","0","134487","194494","126589","956","28","9894","2699","31638","15114","14535","159792","198801","22819","381412","1"
"HALIFAX","20207","4871","104","4","49","0","10619","13723","18421","1036","5","173","133","1941","422","321","15338","18619","1897","35854","1"
"HARNETT","24033","31628","814","36","256","0","31246","54408","17910","480","18","691","515","9076","4915","5721","36710","42985","8318","88013","1"
"HAYWOOD","11770","16404","313","19","46","0","17967","42919","481","122","0","154","98","2173","572","656","21014","23826","1679","46519","1"
"HENDERSON","17118","32332","614","36","130","0","40115","78348","2414","146","12","553","393","5901","2578","3066","38820","46014","5511","90345","1"
"HERTFORD","8712","1592","40","3","14","0","3425","4465","8281","94","2","42","57","700","145","100","5693","7427","666","13786","1"
"HOKE","13836","7597","309","22","47","0","12450","13470","12862","1994","16","357","251","2853","2458","2525","14815","17690","1756","34261","1"
"HYDE","1348","675","16","0","0","0","1116","2364","567","0","0","1","9","170","44","66","1408","1587","160","3155","1"
"IREDELL","27200","58085","883","34","211","0","54638","109487","15217","223","7","1571","442","9602","4502","5151","62324","68902","9825","141051","1"
"JACKSON","8206","8531","254","18","20","0","12835","24503","611","1520","6","239","183","2132","670","781","13057","14576","2231","29864","1"
"JOHNSTON","39841","57934","1202","51","439","0","57247","105063","26212","436","17","969","643","16246","7128","9181","67831","78052","10831","156714","1"
"JONES","2447","2359","32","0","13","0","2354","4446","2031","12","1","20","23","572","100","112","3089","3537","579","7205","1"
"LEE","12332","12185","302","14","73","0","15099","25631","7391","140","6","273","270","3742","2552","3575","16784","20045","3176","40005","1"
"LENOIR","16287","10612","152","12","145","0","11300","18973","14874","63","7","102","121","3487","881","931","15547","19460","3501","38508","1"
"LINCOLN","11679","32528","420","14","106","0","23784","57644","3700","89","2","340","151","4868","1737","2217","30421","33072","5038","68531","1"
"MACON","4900","12570","196","4","10","0","11052","26324","203","65","0","117","61","1406","556","607","13296","14950","486","28732","1"
"MADISON","4872","4892","115","11","24","0","7293","15421","126","28","0","48","43","1335","206","192","7556","8114","1537","17207","1"
"MARTIN","7561","3518","53","3","5","0","4840","8560","6269","28","0","23","52","837","211","201","6695","8459","826","15980","1"
"MCDOWELL","5413","13375","188","9","48","0","11303","27457","831","37","1","144","130","1136","600","660","13791","15203","1342","30336","1"
