"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40042","31096","186","0","0","21425","69505","18564","195","0","4485","1338","40799","50909","1041","92749"
"ALEXANDER","7526","10611","39","0","0","5765","22428","1056","26","0","431","163","11414","12395","132","23941"
"ALLEGHANY","3283","2378","16","0","0","1644","7076","77","10","0","158","113","3433","3846","42","7321"
"ANSON","12243","2397","8","0","0","2146","8117","8051","37","0","589","31","7282","8871","641","16794"
"ASHE","6587","7976","29","0","0","4298","18536","102","14","0","238","106","8891","9956","43","18890"
"AVERY","1559","7284","22","0","0","2936","11488","68","24","0","221","56","5511","6202","88","11801"
"BEAUFORT","15314","9979","54","0","0","6691","23094","8250","33","0","661","184","14292","17455","291","32038"
"BERTIE","11120","1452","11","0","0","1776","5317","8568","17","0","457","22","6131","7974","254","14359"
"BLADEN","14998","2862","15","0","0","4412","13227","8209","276","0","575","176","10069","12111","107","22287"
"BRUNSWICK","27112","29639","157","0","0","23316","69837","8293","216","0","1878","583","37159","42401","664","80224"
"BUNCOMBE","76611","48637","591","0","0","56709","162748","10729","340","0","8731","1645","82603","97220","2725","182548"
"BURKE","21861","20259","145","0","0","15600","52466","3468","77","0","1854","384","27000","30656","209","57865"
"CABARRUS","38741","45224","355","0","0","30463","90993","17848","265","0","5677","2164","51988","61550","1245","114783"
"CALDWELL","17232","24095","146","0","0","12342","49724","2815","50","0","1226","410","25213","28350","252","53815"
"CAMDEN","3044","2011","16","0","0","2294","6028","1136","13","0","188","24","3485","3800","80","7365"
"CARTERET","14921","20200","109","0","0","13986","45128","2643","86","0","1359","251","22759","25753","704","49216"
"CASWELL","9102","3310","15","0","0","3108","9641","5569","16","0","309","62","6958","8455","122","15535"
"CATAWBA","30089","44627","188","0","0","27212","88715","8929","114","0","4358","1324","46959","54614","543","102116"
"CHATHAM","20460","11829","86","0","0","12738","36480","6292","82","0","2259","666","20207","23962","944","45113"
"CHEROKEE","7189","8993","40","0","0","5691","21277","222","119","0","295","98","10248","11611","54","21913"
"CHOWAN","5704","2534","9","0","0","2423","7140","3304","12","0","214","34","4779","5826","65","10670"
"CLAY","2739","3483","20","0","0","2827","8841","34","16","0","178","35","4253","4738","78","9069"
"CLEVELAND","28866","19012","84","0","0","13248","46854","12918","88","0","1350","360","27401","33532","277","61210"
"COLUMBUS","23898","6034","32","0","0","6696","23677","11368","978","0","637","131","16455","20084","121","36660"
"CRAVEN","27761","23685","156","0","0","18207","50936","15864","125","0","2884","1007","31281","37869","659","69809"
"CUMBERLAND","101516","48874","448","0","0","49376","97809","81352","2030","0","19023","8086","88051","108954","3209","200214"
"CURRITUCK","5093","5771","58","0","0","6536","15960","986","50","0","462","99","8274","9040","144","17458"
"DARE","10161","8231","93","0","0","9230","26453","540","40","0","682","134","13188","14428","99","27715"
"DAVIDSON","31155","47450","263","0","0","24067","90833","9592","240","0","2270","897","47871","54863","201","102935"
"DAVIE","6191","14761","44","0","0","6641","25131","1871","31","0","604","253","12851","14758","28","27637"
"DUPLIN","15499","7226","51","0","0","6156","18698","9042","40","0","1152","673","12614","15791","527","28932"
"DURHAM","117756","29314","435","0","0","50416","102788","76830","508","0","17795","3990","85105","108646","4170","197921"
"EDGECOMBE","28599","6076","36","0","0","3792","14597","23186","50","0","670","150","16640","21630","233","38503"
"FORSYTH","104414","76289","568","0","0","53818","159234","64371","410","0","11074","4147","103585","129392","2112","235089"
"FRANKLIN","18948","11739","92","0","0","8091","26765","10768","105","0","1232","471","17877","20586","407","38870"
"GASTON","47292","50793","305","0","0","32609","105846","20141","276","0","4736","1630","58329","71077","1593","130999"
"GATES","4965","1548","10","0","0","1747","5152","2835","7","0","276","18","3672","4378","220","8270"
"GRAHAM","2417","2807","8","0","0","1381","6183","1","303","0","126","41","3174","3387","52","6613"
"GRANVILLE","19614","8491","77","0","0","7025","22206","11734","81","0","1186","351","15534","18800","873","35207"
"GREENE","7360","1880","13","0","0","1962","6652","4293","13","0","257","168","5081","6121","13","11215"
"GUILFORD","166812","97106","807","0","0","78882","210182","114711","941","0","17773","4488","152183","190500","924","343607"
"HALIFAX","25800","4845","41","0","0","5566","14987","19198","1036","0","1031","141","15508","20450","294","36252"
"HARNETT","28162","22163","238","0","0","14838","46672","14947","425","0","3357","1474","29305","35753","343","65401"
"HAYWOOD","19504","12327","72","0","0","10582","41408","420","103","0","554","237","19529","22821","135","42485"
"HENDERSON","18745","31657","181","0","0","27267","72886","2194","142","0","2628","1039","35514","41794","542","77850"
"HERTFORD","11262","1506","11","0","0","1810","5245","8910","104","0","330","44","6191","8321","77","14589"
"HOKE","14669","5850","58","0","0","7506","13132","10953","2122","0","1876","1132","12466","15565","52","28083"
"HYDE","2472","521","3","0","0","643","2625","948","5","0","61","12","1650","1963","26","3639"
"IREDELL","33456","44378","239","0","0","29168","89999","12924","177","0","4141","1464","49874","56583","784","107241"
"JACKSON","11338","6991","66","0","0","8214","23486","467","1552","0","1104","198","12118","13950","541","26609"
"JOHNSTON","37971","39644","258","0","0","25850","82444","16528","292","0","4459","1753","47318","55450","955","103723"
"JONES","4399","1561","13","0","0","1499","4696","2613","14","0","149","43","3425","3993","54","7472"
"LEE","15727","9780","58","0","0","7816","24538","7102","101","0","1640","1045","15082","18160","139","33381"
"LENOIR","23092","9343","36","0","0","6272","21698","16198","55","0","792","247","16960","21663","120","38743"
"LINCOLN","16020","21881","71","0","0","13594","47211","2908","77","0","1370","662","24168","27074","324","51566"
"MACON","7885","9765","35","0","0","6844","23881","144","41","0","463","120","11287","13142","100","24529"
"MADISON","7448","4630","43","0","0","4204","15808","127","21","0","369","54","7817","8276","232","16325"
"MARTIN","11799","3049","18","0","0","2823","9603","7813","36","0","237","61","7865","9766","58","17689"
"MCDOWELL","10295","10102","52","0","0","8015","27140","864","19","0","441","165","13329","15135","0","28464"
"MECKLENBURG","290948","176358","1606","0","0","174169","387426","201988","1716","0","51951","15427","284689","347709","10683","643081"
"MITCHELL","1289","7401","9","0","0","2913","11437","21","14","0","140","53","5438","6141","33","11612"
"MONTGOMERY","8213","4723","18","0","0","3353","12141","3521","43","0","602","212","7470","8762","75","16307"
"MOORE","18118","26246","170","0","0","17994","52631","8084","312","0","1501","518","28556","33961","11","62528"
"NASH","35872","19690","90","0","0","11112","39797","24940","256","0","1771","553","30121","36466","177","66764"
"NEW HANOVER","54689","51238","654","0","0","46634","125382","21068","304","0","6461","1538","68891","81371","2953","153215"
"NORTHAMPTON","11555","1360","7","0","0","1955","5970","8595","22","0","290","23","6449","8140","288","14877"
"ONSLOW","31269","32735","313","0","0","28650","68429","17389","286","0","6863","3161","41172","50688","1107","92967"
"ORANGE","54197","18590","395","0","0","33850","83801","13128","282","0","9821","2123","47699","58210","1123","107032"
"PAMLICO","4541","2780","14","0","0","2117","7373","1824","28","0","227","35","4344","5012","96","9452"
"PASQUOTANK","14528","5659","76","0","0","7699","16221","10562","47","0","1132","138","12505","15090","367","27962"
