"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36577","37709","643","41","298","9","4","19","40497","74399","23768","266","19","1243","659","9828","5615","6952","47937","57869","9991","115797","1"
"ALEXANDER","3809","12617","117","5","79","5","2","11","8881","22129","937","35","2","147","39","1787","450","558","11419","12248","1859","25526","1"
"ALLEGHANY","1600","3525","36","1","20","0","0","2","2868","7055","75","11","0","5","13","742","151","232","3567","3801","684","8052","1"
"ANSON","7883","3322","53","5","44","1","2","5","4509","6625","6047","32","1","90","23","2781","225","175","5865","7119","2840","15824","1"
"ASHE","3460","9387","100","4","32","0","0","1","7223","18373","111","25","3","56","20","1375","244","335","8989","9889","1329","20207","1"
"AVERY","1147","7071","63","5","22","0","1","2","3954","11049","54","16","0","24","14","975","133","124","5462","5902","901","12265","1"
"BEAUFORT","9278","12990","124","9","66","2","6","18","10707","23261","6490","40","3","56","55","2539","756","715","13988","16507","2705","33200","1"
"BERTIE","7076","1754","38","1","21","1","1","3","3302","4520","6621","17","1","28","15","920","75","54","5034","6230","933","12197","1"
"BLADEN","8322","5755","76","8","68","0","4","15","8158","12352","7063","393","5","26","89","1957","521","613","9469","11247","1690","22406","1"
"BRUNSWICK","27005","56364","685","34","334","5","8","16","52503","113568","8912","397","12","571","249","10659","2586","2396","57897","66977","12080","136954","1"
"BUNCOMBE","71464","44629","1529","235","675","19","11","58","90912","172475","9962","360","46","1583","1042","18109","5955","5798","88725","103702","17105","209532","1"
"BURKE","11622","24625","344","22","125","8","5","21","22389","49223","3040","97","2","927","131","4251","1490","1535","25796","28739","4626","59161","1"
"CABARRUS","42873","51511","1097","109","812","12","28","66","59731","95730","31885","417","22","3951","714","15694","7826","8087","64928","76077","15234","156239","1"
"CALDWELL","8873","27714","338","15","135","10","6","13","17996","45886","2531","76","0","198","145","5219","1045","1272","24271","26903","3926","55100","1"
"CAMDEN","1207","3202","67","6","29","1","0","3","3604","6586","856","9","2","35","16","464","151","72","3660","3938","521","8119","1"
"CARTERET","8568","26259","327","20","100","9","3","11","20674","48347","2058","99","7","308","126","4200","826","797","24200","27300","4471","55971","1"
"CASWELL","5548","4605","61","1","27","1","2","2","5039","9518","4325","22","1","37","47","1084","252","273","6626","7537","1123","15286","1"
"CATAWBA","19568","50391","643","52","453","22","16","56","43003","88001","8715","152","10","2569","329","9473","4955","5306","49355","54884","9965","114204","1"
"CHATHAM","20886","14844","298","28","150","2","5","5","26166","45334","5746","126","10","1225","260","7342","2341","2612","25484","29577","7323","62384","1"
"CHEROKEE","3041","12564","145","8","38","3","1","5","8004","22064","240","116","2","95","31","980","281","264","11228","12040","541","23809","1"
