"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36568","37801","641","44","313","9","7","18","40778","74587","23856","264","19","1245","654","9817","5737","7037","48085","58069","10025","116179","1"
"ALEXANDER","3788","12626","117","5","81","5","2","11","8900","22132","936","34","2","148","39","1789","455","563","11416","12252","1867","25535","1"
"ALLEGHANY","1593","3539","36","1","20","0","0","2","2870","7063","76","11","0","5","13","739","154","235","3576","3804","681","8061","1"
"ANSON","7860","3319","54","5","44","1","2","8","4514","6611","6056","32","1","90","23","2764","230","177","5864","7116","2827","15807","1"
"ASHE","3453","9388","100","5","33","0","0","1","7233","18383","110","25","3","55","20","1373","244","337","8983","9904","1326","20213","1"
"AVERY","1138","7066","62","5","22","0","1","2","3953","11037","55","16","0","24","14","971","132","124","5452","5900","897","12249","1"
"BEAUFORT","9250","13009","124","9","67","2","6","20","10705","23282","6485","40","3","56","54","2514","758","717","13990","16524","2678","33192","1"
"BERTIE","7054","1758","38","1","21","1","1","3","3311","4519","6614","17","1","28","15","919","75","54","5028","6230","930","12188","1"
"BLADEN","8319","5768","76","8","69","0","5","17","8176","12365","7074","393","6","26","89","1958","527","615","9487","11259","1692","22438","1"
"BRUNSWICK","26996","56486","682","34","333","5","7","16","52667","113838","8918","397","13","572","248","10623","2617","2426","58019","67135","12072","137226","1"
"BUNCOMBE","71343","44634","1525","236","691","18","12","60","91116","172595","9984","360","45","1586","1040","18014","6011","5835","88802","103791","17042","209635","1"
"BURKE","11562","24636","344","22","129","8","5","21","22420","49221","3035","97","2","928","132","4223","1509","1551","25813","28729","4605","59147","1"
"CABARRUS","42864","51541","1095","111","833","14","30","71","59894","95803","31961","416","22","3977","709","15655","7910","8148","65036","76216","15201","156453","1"
"CALDWELL","8858","27672","340","16","139","9","6","13","18020","45827","2528","75","0","201","144","5237","1061","1281","24239","26902","3932","55073","1"
"CAMDEN","1206","3223","67","6","29","1","0","2","3618","6610","855","9","2","35","16","474","151","72","3672","3949","531","8152","1"
"CARTERET","8555","26262","327","20","101","9","3","10","20717","48382","2060","99","7","308","126","4183","839","804","24238","27305","4461","56004","1"
"CASWELL","5525","4625","61","1","26","1","2","2","5053","9530","4321","23","1","37","47","1080","257","279","6633","7540","1123","15296","1"
"CATAWBA","19538","50463","643","52","457","21","18","59","43120","88113","8727","153","10","2593","331","9456","4988","5335","49428","54985","9958","114371","1"
"CHATHAM","20864","14852","301","28","153","2","7","5","26253","45401","5753","125","10","1229","259","7324","2364","2622","25533","29610","7322","62465","1"
"CHEROKEE","3037","12608","144","8","39","5","1","5","8017","22118","243","115","2","95","31","978","282","264","11253","12069","542","23864","1"
"CHOWAN","3202","3167","41","2","31","1","1","5","3419","6510","2565","15","6","16","23","617","117","93","4293","5137","439","9869","1"
"CLAY","1285","4985","52","2","5","0","2","2","3562","9257","41","16","0","17","11","470","83","102","4507","4946","442","9895","1"
"CLEVELAND","18433","27248","391","20","252","5","5","30","21658","46830","12859","96","8","359","220","6365","1305","1210","28530","33282","6230","68042","1"
