"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36578","37799","642","44","313","9","7","18","40733","74572","23856","266","19","1241","654","9813","5722","7021","48072","58048","10023","116143","1"
"ALEXANDER","3792","12623","117","5","81","5","2","11","8895","22130","937","34","2","148","39","1787","454","562","11420","12249","1862","25531","1"
"ALLEGHANY","1592","3540","36","1","20","0","0","2","2867","7060","76","11","0","5","13","740","153","234","3574","3802","682","8058","1"
"ANSON","7865","3317","52","5","44","1","2","8","4511","6612","6051","32","1","90","23","2767","229","177","5866","7112","2827","15805","1"
"ASHE","3454","9390","100","5","33","0","0","1","7233","18386","110","25","3","55","20","1373","244","336","8986","9904","1326","20216","1"
"AVERY","1137","7063","62","5","22","0","1","2","3951","11030","54","16","0","24","14","973","132","124","5450","5896","897","12243","1"
"BEAUFORT","9261","13012","124","9","66","2","6","20","10717","23284","6493","40","3","56","53","2528","760","716","13998","16526","2693","33217","1"
"BERTIE","7076","1756","38","1","21","1","1","3","3314","4528","6627","17","1","28","15","920","75","54","5039","6239","933","12211","1"
"BLADEN","8323","5753","76","8","68","0","5","17","8169","12353","7071","393","6","26","89","1957","524","615","9478","11252","1689","22419","1"
"BRUNSWICK","26988","56432","683","34","332","5","8","16","52598","113709","8914","397","13","572","248","10632","2611","2418","57958","67069","12069","137096","1"
"BUNCOMBE","71363","44625","1528","236","683","18","12","60","91071","172537","9977","360","45","1588","1042","18045","6002","5829","88770","103758","17068","209596","1"
"BURKE","11576","24627","342","22","128","8","5","21","22409","49213","3037","97","2","926","132","4229","1502","1547","25807","28723","4608","59138","1"
"CABARRUS","42869","51534","1094","112","832","14","30","71","59828","95777","31931","416","22","3972","710","15667","7889","8132","65013","76161","15210","156384","1"
"CALDWELL","8866","27707","340","16","137","10","6","13","18026","45885","2528","76","0","199","145","5233","1055","1277","24274","26918","3929","55121","1"
"CAMDEN","1206","3209","67","6","29","1","0","2","3616","6598","855","9","2","35","16","470","151","72","3663","3946","527","8136","1"
"CARTERET","8557","26264","327","20","100","9","3","11","20704","48374","2060","99","7","309","126","4185","835","802","24231","27302","4462","55995","1"
"CASWELL","5536","4622","61","1","26","1","2","2","5050","9526","4327","23","1","37","47","1083","257","280","6634","7542","1125","15301","1"
"CATAWBA","19544","50458","643","52","459","21","18","59","43082","88084","8724","153","10","2591","332","9460","4982","5330","49407","54971","9958","114336","1"
"CHATHAM","20880","14851","301","28","153","2","7","5","26237","45403","5753","125","10","1228","260","7324","2361","2621","25539","29605","7320","62464","1"
"CHEROKEE","3040","12596","145","8","39","5","1","5","8012","22106","243","115","2","95","31","979","280","263","11245","12063","543","23851","1"
"CHOWAN","3207","3177","41","2","32","1","1","5","3421","6522","2567","15","6","16","23","621","117","93","4301","5146","440","9887","1"
"CLAY","1285","4982","52","2","5","0","2","2","3560","9252","41","16","0","17","11","470","83","102","4505","4943","442","9890","1"
"CLEVELAND","18430","27240","391","20","252","5","5","30","21634","46803","12858","95","8","359","222","6363","1299","1206","28516","33262","6229","68007","1"
"COLUMBUS","12479","11497","119","7","63","4","2","5","12172","22035","9859","933","4","60","84","2751","622","608","15448","18216","2684","36348","1"
"CRAVEN","18522","28204","529","40","280","12","11","17","26486","51807","13288","180","8","1238","273","4841","2466","2256","31684","37468","4949","74101","1"
"CUMBERLAND","82074","49573","1664","150","1385","34","55","122","77364","83652","82967","2333","127","3471","2008","23852","14011","14156","84133","104713","23575","212421","1"
"CURRITUCK","2996","10092","194","6","100","0","1","6","9932","19995","1135","41","3","119","66","1490","478","277","10568","11247","1512","23327","1"
"DARE","6678","11094","218","16","85","3","6","3","13377","28407","515","33","1","115","65","1718","626","378","14232","15497","1751","31480","1"
"DAVIDSON","20712","58167","675","32","432","15","14","42","38916","92865","10889","248","6","949","275","10260","3513","3758","50992","57662","10351","119005","1"
"DAVIE","4465","16922","151","14","96","1","1","4","11199","27448","1899","42","0","142","84","2430","808","989","14520","16109","2224","32853","1"
"DUPLIN","9941","10417","116","10","79","4","3","8","10933","18300","7785","60","3","64","127","3361","1811","2492","13269","15423","2819","31511","1"
"DURHAM","121251","22717","1039","192","815","20","35","67","90612","112289","70994","565","47","8924","2572","30269","11088","12878","91542","116790","28416","236748","1"
