"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","38209","35967","670","0","0","35196","70330","21377","259","8","18068","4658","44651","54529","10862","110042"
"ALEXANDER","4772","11750","123","0","0","7967","21103","921","33","2","2553","364","10947","11768","1897","24612"
"ALLEGHANY","2030","3005","33","0","0","2466","6596","70","8","0","860","183","3319","3548","667","7534"
"ANSON","9130","2858","38","0","0","3599","6267","6198","25","0","3135","83","5800","6980","2845","15625"
"ASHE","4261","8804","102","0","0","6232","17501","112","23","1","1762","257","8609","9525","1265","19399"
"AVERY","1343","6994","55","0","0","3673","10714","44","20","0","1287","80","5283","5829","953","12065"
"BEAUFORT","10883","11873","124","0","0","9426","22052","6961","35","1","3257","463","13591","16127","2588","32306"
"BERTIE","8178","1629","36","0","0","2835","4468","7283","19","1","907","38","5310","6610","758","12678"
"BLADEN","9847","5005","77","0","0","6784","12113","7412","374","2","1812","444","9472","11227","1014","21713"
"BRUNSWICK","26797","46557","618","0","0","42602","92487","8384","344","4","15355","1454","48199","55644","12731","116574"
"BUNCOMBE","74870","45695","1647","0","0","79189","163304","10101","347","35","27614","4208","84553","99171","17677","201401"
"BURKE","14563","22698","345","0","0","19875","47303","3054","88","0","7036","1059","25062","27826","4593","57481"
"CABARRUS","43603","51135","1161","0","0","52590","92204","27007","353","8","28917","5618","60108","70718","17663","148489"
"CALDWELL","10599","26114","362","0","0","16462","45367","2568","70","0","5532","948","23681","25877","3979","53537"
"CAMDEN","1495","2805","62","0","0","3284","6028","873","8","1","736","37","3426","3691","529","7646"
"CARTERET","9835","23899","300","0","0","18063","43756","2121","86","8","6126","535","22118","24954","5025","52097"
"CASWELL","6573","3974","50","0","0","4598","9043","4626","21","1","1504","182","6543","7496","1156","15195"
"CATAWBA","21809","46960","601","0","0","37690","81963","8509","129","2","16457","3666","45840","51682","9538","107060"
"CHATHAM","21017","13922","295","0","0","22368","41119","5810","118","1","10554","1807","23270","27138","7194","57602"
"CHEROKEE","3877","10848","126","0","0","7159","20357","226","123","0","1304","187","10308","11227","475","22010"
"CHOWAN","3858","2783","35","0","0","3009","6201","2727","11","2","744","69","4153","5148","384","9685"
"CLAY","1547","4300","60","0","0","3222","8471","42","17","0","599","67","4144","4529","456","9129"
"CLEVELAND","21562","24990","373","0","0","19261","45419","12972","92","2","7701","744","27798","32526","5862","66186"
"COLUMBUS","15558","9756","102","0","0","10230","21434","10166","916","0","3130","345","15241","18079","2326","35646"
"CRAVEN","20197","25686","508","0","0","22598","46912","13470","157","7","8443","1584","29032","35012","4945","68989"
"CUMBERLAND","87292","47327","1600","0","0","65117","80262","78502","2128","53","40391","11081","78396","99053","23887","201336"
"CURRITUCK","3363","8862","202","0","0","8762","18143","1039","44","2","1961","162","9672","10180","1337","21189"
"DARE","7610","10281","209","0","0","12051","26731","501","35","1","2883","248","13322","14744","2085","30151"
"DAVIDSON","22504","54374","599","0","0","34342","86649","9667","240","5","15258","2234","47461","53677","10681","111819"
"DAVIE","4975","16102","162","0","0","10026","25313","1824","38","1","4089","595","13559","14931","2775","31265"
"DUPLIN","12039","9277","111","0","0","9159","17811","8145","56","1","4573","1751","12833","15065","2688","30586"
"DURHAM","124870","24486","1250","0","0","78361","104673","72667","529","22","51076","9373","88337","112200","28430","228967"
"EDGECOMBE","21636","6398","96","0","0","5668","11776","19123","63","1","2835","443","13708","18124","1966","33798"
"FORSYTH","102981","72974","1602","0","0","85546","153193","66768","500","23","42619","11176","106042","130168","26893","263103"
"FRANKLIN","16803","15095","329","0","0","15248","28561","10813","133","2","7966","1215","19242","22018","6215","47475"
"GASTON","41501","59246","1071","0","0","48533","103293","24683","333","3","22039","4382","62518","73747","14086","150351"
"GATES","3673","1960","29","0","0","2388","4872","2473","15","0","690","49","3461","3991","598","8050"
"GRAHAM","1310","2890","27","0","0","1717","5368","6","263","1","306","21","2785","2941","218","5944"
"GRANVILLE","16846","10615","178","0","0","11829","22355","11366","77","3","5667","905","15926","18641","4901","39468"
"GREENE","5108","2345","21","0","0","3091","5678","3669","12","0","1206","395","4494","5423","648","10565"
"GUILFORD","159520","89978","2134","0","0","115235","187796","120373","949","10","57739","11311","151484","189591","25792","366867"
"HALIFAX","21686","4925","101","0","0","9335","13634","18419","1063","0","2931","247","15178","18796","2073","36047"
"HARNETT","24318","28881","699","0","0","25272","47061","15801","448","15","15845","3889","31837","37829","9504","79170"
"HAYWOOD","13549","15600","334","0","0","15758","41411","451","116","1","3262","465","20225","23102","1914","45241"
"HENDERSON","17481","31721","572","0","0","36034","72849","2265","139","2","10553","2114","36208","42955","6645","85808"
"HERTFORD","9627","1533","35","0","0","3113","4509","8673","93","2","1031","92","5946","7690","672","14308"
"HOKE","13991","7090","290","0","0","10631","12382","11906","1971","13","5730","2081","13748","16695","1559","32002"
"HYDE","1400","581","16","0","0","1006","2174","562","1","0","266","38","1315","1487","201","3003"
"IREDELL","28132","54245","818","0","0","46777","97952","13548","212","1","18259","3581","55826","62135","12011","129972"
"JACKSON","9073","8098","212","0","0","11168","23018","602","1430","2","3499","607","12346","13783","2422","28551"
"JOHNSTON","39884","55034","1127","0","0","48029","96487","22288","388","14","24897","6492","62057","71400","10617","144074"
"JONES","2748","2079","35","0","0","1964","4087","2046","11","0","682","68","2911","3400","515","6826"
"LEE","13233","11494","234","0","0","12831","23582","6981","141","7","7081","2785","15501","18592","3699","37792"
"LENOIR","16987","9898","131","0","0","8838","17868","14070","58","0","3858","624","14569","18349","2936","35854"
"LINCOLN","12195","29867","402","0","0","20948","51239","3171","88","0","8914","1626","27299","29729","6384","63412"
"MACON","5567","11787","162","0","0","9352","24575","164","56","2","2071","404","12345","14014","509","26868"
"MADISON","5524","4623","118","0","0","6371","14647","137","28","0","1824","155","7329","7724","1583","16636"
"MARTIN","8446","3490","40","0","0","4001","8411","6466","27","0","1073","140","6813","8457","707","15977"
"MCDOWELL","6345","12450","157","0","0","10097","26050","768","30","1","2200","436","13129","14473","1447","29049"
"MECKLENBURG","331318","162298","5846","0","0","274221","389541","235380","2050","39","146673","38154","320811","384568","68304","773683"
