"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36552","37986","633","45","0","0","0","0","42534","75136","24177","260","20","1280","645","10091","6141","7368","48791","58771","10188","117750","1"
"ALEXANDER","3741","12617","114","5","0","0","0","0","9073","22146","933","32","2","153","37","1776","471","571","11436","12243","1871","25550","1"
"ALLEGHANY","1562","3565","36","1","0","0","0","0","2929","7088","77","10","0","7","13","730","168","249","3594","3825","674","8093","1"
"ANSON","7735","3367","54","6","0","0","0","0","4620","6643","6057","34","2","90","24","2681","251","197","5894","7138","2750","15782","1"
"ASHE","3425","9492","98","5","0","0","0","0","7413","18570","112","25","3","57","20","1381","265","349","9113","9983","1337","20433","1"
"AVERY","1133","7053","63","4","0","0","0","0","4004","11028","56","17","0","27","14","971","144","134","5457","5906","894","12257","1"
"BEAUFORT","9169","13172","123","10","0","0","0","0","10968","23453","6502","38","3","61","53","2523","809","758","14126","16620","2696","33442","1"
"BERTIE","7035","1787","41","1","0","0","0","0","3380","4557","6633","16","1","28","15","922","72","52","5043","6269","932","12244","1"
"BLADEN","8188","5856","76","8","0","0","0","0","8343","12401","7043","397","6","26","87","1954","557","640","9493","11283","1695","22471","1"
"BRUNSWICK","27285","57771","712","37","0","0","0","0","54820","116705","9113","405","12","622","244","10685","2839","2581","59579","68869","12177","140625","1"
"BUNCOMBE","71409","44899","1536","231","0","0","0","0","93762","174287","10145","366","44","1650","1007","18034","6304","6054","90035","105004","16798","211837","1"
"BURKE","11463","24886","355","21","0","0","0","0","22988","49636","3050","94","2","968","132","4217","1614","1638","26077","29014","4622","59713","1"
"CABARRUS","43139","51789","1089","117","0","0","0","0","62550","96642","32630","419","21","4169","703","15688","8412","8541","66092","77339","15253","158684","1"
"CALDWELL","8780","27757","343","14","0","0","0","0","18497","45877","2535","77","0","206","144","5418","1134","1337","24346","27034","4011","55391","1"
"CAMDEN","1205","3311","67","6","0","0","0","0","3721","6666","862","8","2","37","16","557","162","77","3712","3981","617","8310","1"
"CARTERET","8501","26468","340","21","0","0","0","0","21286","48888","2080","100","7","317","123","4214","887","835","24541","27633","4442","56616","1"
"CASWELL","5501","4681","58","2","0","0","0","0","5156","9602","4323","24","1","37","47","1093","271","289","6659","7610","1129","15398","1"
"CATAWBA","19559","50871","662","50","0","0","0","0","44737","89073","8848","158","10","2682","318","9450","5340","5625","50063","55789","10027","115879","1"
"CHATHAM","20847","14891","304","28","0","0","0","0","26944","45725","5768","128","9","1291","254","7332","2507","2715","25759","29912","7343","63014","1"
"CHEROKEE","2982","12871","144","6","0","0","0","0","8155","22403","248","116","2","99","31","966","293","271","11423","12192","543","24158","1"
"CHOWAN","3165","3193","42","1","0","0","0","0","3471","6514","2539","16","6","18","23","625","131","95","4292","5130","450","9872","1"
"CLAY","1278","5034","52","2","0","0","0","0","3622","9334","43","16","0","18","10","481","86","101","4548","4987","453","9988","1"
"CLEVELAND","18285","27459","398","20","0","0","0","0","22393","47203","12954","96","7","367","215","6306","1407","1266","28823","33575","6157","68555","1"
"COLUMBUS","12365","11662","118","7","0","0","0","0","12497","22219","9918","948","4","60","83","2745","672","643","15586","18364","2699","36649","1"
"CRAVEN","18548","28565","543","40","0","0","0","0","27543","52518","13404","179","8","1270","261","4959","2640","2372","32244","37994","5001","75239","1"
"CUMBERLAND","82396","50390","1735","146","0","0","0","0","81900","84404","84077","2359","123","3593","1960","25277","14774","14651","85699","106386","24482","216567","1"
"CURRITUCK","2999","10295","199","6","0","0","0","0","10312","20389","1162","42","3","126","67","1520","502","294","10792","11480","1539","23811","1"
"DARE","6639","11241","224","18","0","0","0","0","13821","28782","517","33","1","121","63","1748","678","402","14442","15732","1769","31943","1"
"DAVIDSON","20701","58668","676","33","0","0","0","0","40338","93758","11090","255","6","973","268","10265","3801","3989","51651","58348","10417","120416","1"
"DAVIE","4453","16996","156","14","0","0","0","0","11474","27627","1919","41","0","146","85","2412","863","1036","14639","16223","2231","33093","1"
"DUPLIN","9861","10446","118","10","0","0","0","0","11158","18347","7782","61","3","65","127","3280","1928","2577","13330","15489","2774","31593","1"
"DURHAM","121558","22646","1036","197","0","0","0","0","94330","113301","71440","574","46","9188","2525","30900","11793","13354","93012","118241","28514","239767","1"
"EDGECOMBE","19121","6877","110","10","0","0","0","0","8819","12062","18363","64","3","57","92","3597","699","733","13596","17757","3584","34937","1"
"FORSYTH","94143","71253","1594","169","0","0","0","0","100848","158853","64109","508","37","3681","1459","26555","12805","15253","108484","134074","25449","268007","1"
"FRANKLIN","16546","17485","386","18","0","0","0","0","20682","34678","12304","144","6","395","187","5060","2343","2464","22982","26259","5876","55117","1"
"GASTON","40080","62246","1139","69","0","0","0","0","56805","109297","28866","325","15","1520","651","13162","6503","7224","68134","80247","11958","160339","1"
"GATES","3062","2266","32","2","0","0","0","0","2723","5109","2301","18","0","10","36","531","80","55","3534","3959","592","8085","1"
"GRAHAM","952","3202","31","0","0","0","0","0","1973","5574","10","272","1","16","5","230","50","44","2895","3054","209","6158","1"
"GRANVILLE","14983","11533","217","8","0","0","0","0","14470","22271","10763","73","3","180","183","6460","1278","1277","16023","18317","6871","41211","1"
"GREENE","4366","2708","30","3","0","0","0","0","3784","5918","3554","9","1","16","15","843","535","566","4620","5532","739","10891","1"
