"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36993","37175","693","31","146","2","0","3","40700","74647","24014","265","12","1135","665","9903","5102","6607","48218","58279","9246","115743","1"
"ALEXANDER","3995","12338","120","2","32","1","0","2","8921","22240","960","36","1","150","39","1579","406","538","11472","12283","1656","25411","1"
"ALLEGHANY","1692","3434","40","0","11","0","0","0","2935","7187","76","8","0","6","17","666","152","254","3620","3880","612","8112","1"
"ANSON","8469","3211","57","2","28","0","0","1","4629","6894","6494","35","1","103","22","2634","214","159","6190","7479","2728","16397","1"
"ASHE","3648","9349","106","2","20","0","0","0","7354","18836","119","24","3","55","18","1183","241","350","9218","10154","1107","20479","1"
"AVERY","1296","7504","65","3","18","0","0","0","4222","11892","65","18","0","24","19","955","135","129","5877","6397","834","13108","1"
"BEAUFORT","10051","13025","129","3","38","0","0","2","11146","24064","7115","41","2","63","69","2280","760","730","14707","17267","2420","34394","1"
"BERTIE","7544","1751","37","1","8","0","0","0","3368","4613","7080","19","1","31","18","870","77","57","5255","6579","875","12709","1"
"BLADEN","8974","5638","89","4","37","0","0","0","8423","12714","7543","404","4","25","98","1844","533","635","9913","11677","1575","23165","1"
"BRUNSWICK","27666","55544","709","26","183","0","0","1","52900","114202","9155","399","10","554","246","9991","2472","2310","58254","67433","11342","137029","1"
"BUNCOMBE","72984","45258","1657","160","432","1","0","15","92780","176844","10493","367","45","1617","1030","16946","5945","5747","91051","106271","15965","213287","1"
"BURKE","12254","24069","366","13","68","1","0","3","23007","49793","3108","90","1","982","134","4193","1480","1503","26151","29142","4488","59781","1"
"CABARRUS","44109","51798","1216","84","447","0","0","5","60851","98502","32502","408","13","3782","742","15111","7450","7889","66347","77723","14440","158510","1"
"CALDWELL","9149","26935","356","11","76","1","0","1","18128","46303","2571","73","0","196","137","4374","1003","1223","24115","26765","3777","54657","1"
"CAMDEN","1363","3299","72","1","21","0","0","0","3905","7061","942","11","1","35","17","431","163","71","3953","4227","481","8661","1"
"CARTERET","9205","26440","365","13","67","2","0","0","21530","49905","2242","104","8","316","136","4104","807","786","25006","28254","4362","57622","1"
"CASWELL","5854","4415","62","1","14","0","0","0","5090","9597","4550","24","1","30","47","949","238","259","6759","7688","989","15436","1"
"CATAWBA","20093","49274","664","32","314","2","0","4","44161","88498","8932","146","5","2655","336","9135","4837","5244","49785","55434","9325","114544","1"
"CHATHAM","21192","14707","318","21","91","2","0","1","25949","45635","5948","125","3","1136","257","7001","2176","2490","25642","29744","6895","62281","1"
"CHEROKEE","3269","12415","152","3","21","0","0","1","8159","22386","254","118","1","97","33","869","262","263","11336","12191","493","24020","1"
"CHOWAN","3565","3228","45","2","18","0","0","0","3612","6835","2837","14","6","16","25","615","122","95","4541","5518","411","10470","1"
"CLAY","1369","4954","56","0","2","0","0","1","3747","9521","44","16","0","16","11","440","81","92","4629","5086","414","10129","1"
"CLEVELAND","19452","26818","420","17","138","1","0","3","22252","47796","13464","91","5","336","234","5921","1254","1171","29283","33974","5844","69101","1"
"COLUMBUS","13429","11184","117","7","42","1","0","0","12538","22318","10436","960","4","70","91","2798","641","609","15907","18751","2660","37318","1"
"CRAVEN","19906","28821","590","28","157","2","0","2","28420","54209","14402","189","7","1245","277","5083","2514","2313","33350","39509","5067","77926","1"
"CUMBERLAND","86714","49804","1833","103","688","2","0","0","77936","87454","86261","2367","77","3541","2046","21404","13930","14343","87425","108469","21186","217080","1"
"CURRITUCK","3321","10449","214","7","70","0","0","1","10691","21411","1219","46","3","111","77","1392","494","278","11355","12011","1387","24753","1"
"DARE","7413","11701","244","14","59","1","0","1","14383","30588","566","38","1","129","62","1795","637","382","15253","16766","1797","33816","1"
"DAVIDSON","21219","56886","700","22","279","3","0","4","39431","93713","11058","250","5","929","265","9085","3239","3582","51347","58128","9069","118544","1"
"DAVIE","4623","16716","156","11","79","0","0","0","11409","27724","1948","44","0","146","83","2319","730","936","14602","16281","2111","32994","1"
"DUPLIN","10484","10117","133","11","52","1","0","0","11347","18508","8152","70","3","71","144","3483","1714","2516","13510","15770","2865","32145","1"
