"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36562","37628","638","38","286","9","5","19","40321","74269","23686","266","19","1240","661","9832","5533","6884","47815","57701","9990","115506","1"
"ALEXANDER","3815","12621","118","5","81","4","2","11","8879","22136","939","35","2","144","39","1792","449","558","11427","12244","1865","25536","1"
"ALLEGHANY","1603","3524","36","1","20","0","0","2","2875","7063","75","11","0","5","13","743","151","232","3572","3804","685","8061","1"
"ANSON","7891","3321","53","5","43","1","2","5","4496","6617","6044","32","1","91","23","2786","223","173","5862","7113","2842","15817","1"
"ASHE","3466","9385","101","4","32","0","0","1","7219","18370","111","25","3","56","20","1377","246","335","8990","9889","1329","20208","1"
"AVERY","1154","7091","65","5","23","0","1","2","3965","11084","54","17","0","24","14","979","134","126","5486","5916","904","12306","1"
"BEAUFORT","9304","13018","124","9","65","2","6","15","10725","23325","6499","40","3","56","55","2543","747","710","14030","16531","2707","33268","1"
"BERTIE","7083","1755","38","1","21","1","1","2","3310","4519","6626","17","1","28","15","931","75","54","5041","6230","941","12212","1"
"BLADEN","8331","5752","77","8","66","0","4","14","8159","12354","7070","391","5","26","89","1958","518","613","9472","11250","1689","22411","1"
"BRUNSWICK","27043","56327","691","35","332","5","8","14","52476","113544","8896","396","12","569","249","10692","2573","2384","57864","66956","12111","136931","1"
"BUNCOMBE","71562","44650","1531","235","671","19","11","56","90814","172483","9959","359","46","1582","1043","18137","5940","5781","88710","103722","17117","209549","1"
"BURKE","11647","24639","343","23","122","8","5","21","22385","49260","3043","97","2","922","131","4252","1486","1529","25814","28750","4629","59193","1"
"CABARRUS","42907","51512","1096","108","803","12","27","63","59681","95724","31862","416","22","3943","716","15721","7805","8074","64926","76037","15246","156209","1"
"CALDWELL","8889","27694","338","14","136","10","6","12","17976","45885","2530","76","0","198","145","5202","1039","1268","24260","26890","3925","55075","1"
"CAMDEN","1207","3199","67","6","30","1","0","3","3610","6589","856","9","2","35","16","465","151","72","3665","3938","520","8123","1"
"CARTERET","8592","26262","327","20","99","9","3","11","20659","48353","2058","99","7","308","126","4212","819","793","24204","27295","4483","55982","1"
"CASWELL","5554","4602","61","1","27","1","2","2","5035","9518","4322","22","1","38","47","1086","251","272","6626","7536","1123","15285","1"
