"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","35949","32407","529","13","0","27","29928","68538","20393","250","0","0","0","0","9672","3539","42573","52460","3820","98853","0"
"ALEXANDER","5395","10566","86","0","0","9","7181","21257","904","35","0","0","0","0","1041","285","10918","11799","520","23237","0"
"ALLEGHANY","2251","2586","30","1","0","0","2066","6499","70","6","0","0","0","0","359","156","3234","3513","187","6934","0"
"ANSON","10080","2349","26","3","0","23","3160","6518","6693","28","0","0","0","0","2402","76","6080","7403","2158","15641","0"
"ASHE","4605","7819","73","2","0","3","5385","17129","97","20","0","0","0","0","641","188","8286","9308","293","17887","0"
"AVERY","1320","6523","48","2","0","1","3270","10584","77","18","0","0","0","0","485","89","5164","5783","217","11164","0"
"BEAUFORT","11968","10783","94","6","0","7","9017","22383","7610","44","0","0","0","0","1838","409","13986","16633","1256","31875","0"
"BERTIE","8662","1401","26","1","0","1","2496","4531","7513","17","0","0","0","0","526","33","5377","6851","359","12587","0"
"BLADEN","11055","4074","46","1","0","5","6292","12403","7788","380","0","0","0","0","902","376","9679","11525","269","21473","0"
"BRUNSWICK","25507","39127","437","16","0","20","36570","86040","8361","298","0","0","0","0","6978","1189","45135","52224","4318","101677","0"
"BUNCOMBE","72141","43886","1500","134","0","44","72189","162824","10338","368","0","0","0","0","16364","3560","83552","98990","7352","189894","0"
"BURKE","15579","19695","276","12","0","19","17611","46704","3164","79","0","0","0","0","3245","856","24534","27718","940","53192","0"
"CABARRUS","39930","47575","870","36","0","56","44531","92499","24780","337","0","0","0","0","15382","4839","58053","68862","6083","132998","0"
"CALDWELL","11614","23356","350","22","0","16","14705","45118","2620","62","0","0","0","0","2263","788","23414","25856","793","50063","0"
"CAMDEN","1860","2442","56","1","0","3","3029","6083","949","9","0","0","0","0","350","33","3509","3736","146","7391","0"
"CARTERET","10691","22116","225","4","0","6","17468","45144","2410","100","0","0","0","0","2856","487","22691","25863","1956","50510","0"
"CASWELL","6908","3223","34","2","0","3","4210","8893","4764","19","0","0","0","0","704","141","6464","7534","382","14380","0"
"CATAWBA","22442","42857","442","12","0","31","33352","81551","8755","120","0","0","0","0","8710","2967","45046","51361","2729","99136","0"
"CHATHAM","19980","12776","260","18","0","15","19514","40309","5963","111","0","0","0","0","6180","1575","22487","26497","3579","52563","0"
"CHEROKEE","4326","9535","127","7","0","6","6808","19942","209","119","0","0","0","0","539","159","9839","10906","64","20809","0"
"CHOWAN","4235","2591","28","1","0","1","2767","6326","2895","10","0","0","0","0","392","53","4211","5272","140","9623","0"
"CLAY","1643","3667","51","2","0","4","3019","8022","40","13","0","0","0","0","311","54","3882","4330","174","8386","0"
