"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38041","38150","687","34","242","6","1","14","41955","76451","24552","273","16","1241","724","10421","5452","6968","49190","59520","10420","119130","1"
"ALEXANDER","3977","12652","125","4","57","3","1","7","9043","22480","966","39","2","158","42","1758","424","545","11593","12415","1861","25869","1"
"ALLEGHANY","1688","3549","42","1","18","0","0","1","3013","7287","78","11","0","6","17","754","159","256","3686","3936","690","8312","1"
"ANSON","8493","3354","57","5","33","1","1","3","4715","6955","6496","35","1","105","22","2823","225","169","6252","7502","2908","16662","1"
"ASHE","3675","9537","105","5","29","0","0","1","7434","18931","122","25","3","58","20","1384","243","359","9263","10202","1321","20786","1"
"AVERY","1265","7299","69","4","23","0","1","2","4158","11567","68","18","0","26","18","991","133","133","5697","6225","899","12821","1"
"BEAUFORT","10083","13263","131","7","56","0","3","7","11394","24272","7099","42","2","62","71","2609","787","747","14814","17351","2779","34944","1"
"BERTIE","7488","1799","39","1","20","0","1","0","3468","4627","7073","18","1","31","17","971","78","56","5283","6560","973","12816","1"
"BLADEN","8969","5878","88","6","54","0","3","3","8647","12930","7597","413","4","30","98","2034","542","653","10063","11843","1742","23648","1"
"BRUNSWICK","28238","57355","731","32","261","2","4","10","54149","116737","9278","408","11","585","259","10925","2579","2410","59483","68979","12320","140782","1"
"BUNCOMBE","74433","45885","1656","213","599","10","7","34","94098","178619","10556","380","50","1647","1115","18518","6050","5933","92006","107509","17420","216935","1"
"BURKE","12381","24907","368","19","99","6","1","9","23283","50687","3168","101","3","1022","144","4406","1542","1563","26666","29715","4692","61073","1"
"CABARRUS","44972","52823","1187","101","638","8","14","41","62271","99562","33354","427","18","3929","783","16178","7804","8256","67477","78954","15624","162055","1"
"CALDWELL","9275","27888","362","13","106","5","3","7","18521","46930","2607","80","0","205","146","5188","1024","1252","24794","27432","3954","56180","1"
"CAMDEN","1360","3396","72","6","24","1","0","2","3949","7149","944","11","2","35","18","486","165","70","3995","4283","532","8810","1"
"CARTERET","9285","27065","370","16","82","8","0","6","21837","50642","2251","105","8","322","151","4357","833","815","25374","28658","4637","58669","1"
"CASWELL","5876","4657","64","1","21","2","0","2","5223","9803","4570","23","1","35","50","1113","251","276","6910","7792","1144","15846","1"
"CATAWBA","20606","50667","668","48","378","9","7","28","44568","89899","9128","156","10","2743","360","9631","5052","5438","50691","56353","9935","116979","1"
"CHATHAM","21457","15019","317","25","126","4","0","4","26534","46134","5973","132","8","1209","272","7458","2300","2606","25971","30076","7439","63486","1"
"CHEROKEE","3269","12804","158","5","32","2","0","1","8292","22798","253","121","1","98","35","980","277","269","11592","12444","527","24563","1"
