"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","37082","35998","684","11","0","37022","72565","22769","257","10","15196","5502","46206","56214","8377","110797"
"ALEXANDER","4292","11969","117","1","0","8307","21688","937","32","2","2027","455","11240","11929","1517","24686"
"ALLEGHANY","1822","3232","37","0","0","2699","6933","72","7","0","778","216","3482","3730","578","7790"
"ANSON","8947","3010","51","1","0","3950","6711","6428","31","0","2789","115","6060","7329","2570","15959"
"ASHE","3857","9033","104","1","0","6775","18203","109","24","2","1432","288","8929","9801","1040","19770"
"AVERY","1270","7156","52","1","0","3910","11233","56","20","0","1080","91","5531","6056","802","12389"
"BEAUFORT","10464","12455","134","2","0","10445","23416","7097","41","2","2944","588","14335","16886","2279","33500"
"BERTIE","7780","1625","38","0","0","3086","4533","7135","19","1","841","50","5257","6546","726","12529"
"BLADEN","9419","5361","87","1","0","7370","12565","7489","402","2","1780","543","9730","11528","980","22238"
"BRUNSWICK","26982","50742","678","12","0","47272","104320","8730","368","6","12262","1836","53424","61811","10451","125686"
"BUNCOMBE","72447","44420","1608","42","0","84366","168506","9930","341","43","24063","4870","86272","101410","15201","202883"
"BURKE","12768","23025","345","4","0","21417","48305","3043","90","1","6120","1261","25276","28274","4009","57559"
"CABARRUS","43117","50488","1200","26","0","55423","95479","29994","379","11","24391","6621","63045","73978","13231","150254"
"CALDWELL","9557","26194","359","3","0","16965","45784","2534","71","0","4689","1046","23604","26055","3419","53078"
"CAMDEN","1422","3047","70","0","0","3648","6700","919","10","1","557","52","3748","4020","419","8187"
"CARTERET","9508","25321","343","5","0","19832","47452","2206","101","10","5240","650","23818","26942","4249","55009"
"CASWELL","6047","4144","52","2","0","4755","9263","4531","21","1","1184","210","6585","7489","926","15000"
"CATAWBA","20337","47337","648","8","0","40240","84968","8544","145","4","14909","4414","47435","53081","8054","108570"
"CHATHAM","20920","14007","316","4","0","23929","43865","5828","121","3","9359","2135","24570","28575","6031","59176"
"CHEROKEE","3385","11363","136","1","0","7549","20878","238","117","1","1200","211","10569","11407","458","22434"
"CHOWAN","3677","3065","41","0","0","3417","6616","2830","12","4","738","81","4422","5404","374","10200"
"CLAY","1390","4577","58","0","0","3452","8893","41","15","0","528","84","4354","4724","399","9477"
"CLEVELAND","20019","25371","391","6","0","20191","46177","13010","84","4","6703","935","28110","32798","5070","65978"
"COLUMBUS","14489","10461","106","1","0","10923","21754","10259","931","3","3033","476","15511","18241","2228","35980"
"CRAVEN","20103","27448","570","7","0","25613","51456","14028","170","8","8079","1956","31650","37562","4529","73741"
"CUMBERLAND","86753","47881","1737","38","0","71275","84264","82786","2293","67","38274","12761","83176","103931","20577","207684"
"CURRITUCK","3417","9800","218","3","0","9855","20255","1168","44","3","1823","218","10743","11325","1225","23293"
"DARE","7554","11115","252","9","0","13328","29152","530","36","1","2539","314","14502","15967","1789","32258"
