"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","40081","30004","105","0","0","0","18712","67628","17619","178","0","0","0","0","1211","1027","39359","48986","0","88902","0"
"ALEXANDER","8158","10524","27","0","0","0","5085","22344","1077","25","0","0","0","0","149","123","11325","12350","0","23794","0"
"ALLEGHANY","3496","2265","13","0","0","0","1443","6999","79","7","0","0","0","0","42","76","3366","3817","0","7217","0"
"ANSON","12129","2274","5","0","0","0","1872","8218","7730","37","0","0","0","0","67","27","7177","8870","0","16280","0"
"ASHE","7611","8656","22","0","0","0","4196","20137","110","11","0","0","0","0","88","84","9573","10872","0","20485","0"
"AVERY","1642","7287","12","0","0","0","2657","11318","57","19","0","0","0","0","55","50","5441","6080","0","11598","0"
"BEAUFORT","16126","9470","12","0","0","0","5735","22567","8168","31","0","0","0","0","228","133","13906","17179","0","31343","0"
"BERTIE","11213","1370","9","0","0","0","1408","5259","8358","19","0","0","0","0","28","17","5947","7881","0","14000","0"
"BLADEN","15300","2927","5","0","0","0","3518","12967","8058","223","0","0","0","0","136","123","9709","11959","0","21750","0"
"BRUNSWICK","28401","27507","85","0","0","0","19439","65857","7822","212","0","0","0","0","561","440","34957","39858","0","75432","0"
"BUNCOMBE","76886","47859","250","0","0","0","48758","156019","10230","331","0","0","0","0","2895","1296","78321","93267","0","173753","0"
"BURKE","22911","20032","71","0","0","0","13848","51799","3420","66","0","0","0","0","668","292","26407","30257","0","56862","0"
"CABARRUS","38720","43098","148","0","0","0","26306","87218","16099","234","0","0","0","0","1538","1618","49124","58030","0","108272","0"
"CALDWELL","18052","23488","73","0","0","0","10765","48575","2705","50","0","0","0","0","398","297","24499","27660","0","52378","0"
"CAMDEN","3161","1919","10","0","0","0","2090","5903","1110","14","0","0","0","0","57","20","3425","3700","0","7180","0"
"CARTERET","15621","19073","48","0","0","0","12277","43293","2548","87","0","0","0","0","325","202","21790","24648","0","47019","0"
"CASWELL","9383","3114","12","0","0","0","2656","9354","5550","14","0","0","0","0","84","46","6788","8278","0","15165","0"
"CATAWBA","32087","44981","89","0","0","0","24891","89463","8690","109","0","0","0","0","1401","987","46803","54782","0","102048","0"
"CHATHAM","20361","10837","42","0","0","0","10568","33951","6076","71","0","0","0","0","520","468","18871","22232","0","41808","0"
"CHEROKEE","7326","8543","20","0","0","0","4785","20122","197","110","0","0","0","0","80","71","9630","11011","0","20674","0"
"CHOWAN","5974","2401","5","0","0","0","2095","6925","3337","12","0","0","0","0","53","25","4659","5747","0","10475","0"
"CLAY","2857","3376","11","0","0","0","2390","8486","27","13","0","0","0","0","27","28","4052","4535","0","8634","0"
"CLEVELAND","30708","18825","49","0","0","0","11623","46996","12861","84","0","0","0","0","342","311","27529","33434","0","61205","0"
"COLUMBUS","24916","5760","22","0","0","0","6033","23874","11370","989","0","0","0","0","175","96","16503","20145","0","36731","0"
"CRAVEN","28139","22429","49","0","0","0","15568","48415","15206","109","0","0","0","0","1058","768","29706","35911","0","66185","0"
"CUMBERLAND","101298","47904","213","0","0","0","44743","97036","77555","1993","0","0","0","0","9668","7357","85751","105416","0","194158","0"
"CURRITUCK","5351","5189","28","0","0","0","5576","14695","973","52","0","0","0","0","150","85","7616","8389","0","16144","0"
"DARE","10330","7694","42","0","0","0","8114","25021","508","37","0","0","0","0","241","114","12428","13671","0","26180","0"
"DAVIDSON","33496","46551","142","0","0","0","20641","89441","9197","237","0","0","0","0","934","712","46862","53838","0","100830","0"
"DAVIE","6350","14426","24","0","0","0","5716","24259","1771","28","0","0","0","0","204","188","12350","14111","0","26516","0"
"DUPLIN","15861","6794","15","0","0","0","5506","18457","8799","39","0","0","0","0","336","452","12208","15451","0","28176","0"
"DURHAM","110944","28012","217","0","0","0","41807","95256","70685","414","0","0","0","0","3816","3005","78228","99612","0","180980","0"
"EDGECOMBE","28358","5693","11","0","0","0","3206","14458","22161","42","0","0","0","0","210","89","15934","21093","0","37268","0"
"FORSYTH","103154","74268","258","0","0","0","46654","153942","60878","376","0","0","0","0","3643","3020","98687","123736","0","224334","0"
"FRANKLIN","18809","10956","42","0","0","0","6843","25309","10213","95","0","0","0","0","438","370","16784","19528","0","36650","0"
"GASTON","48398","49282","140","0","0","0","29100","104128","18730","259","0","0","0","0","1213","1249","56258","69365","0","126920","0"
"GATES","5011","1484","4","0","0","0","1539","4992","2788","3","0","0","0","0","45","13","3571","4262","0","8038","0"
"GRAHAM","2470","2764","3","0","0","0","1212","6074","1","287","0","0","0","0","44","37","3089","3350","0","6449","0"
"GRANVILLE","19701","8006","38","0","0","0","5834","21263","11252","78","0","0","0","0","352","285","14636","18107","0","33579","0"
"GREENE","7456","1816","6","0","0","0","1576","6513","4129","14","0","0","0","0","93","109","4855","5992","0","10854","0"
"GUILFORD","172422","100692","374","0","0","0","72442","219101","110607","920","0","0","0","0","5308","3333","152816","192410","0","345930","0"
"HALIFAX","26708","4767","24","0","0","0","4940","15423","19032","1028","0","0","0","0","241","106","15518","20688","0","36439","0"
"HARNETT","28356","20643","118","0","0","0","12392","44460","13912","408","0","0","0","0","1149","1136","27610","33702","0","61509","0"
"HAYWOOD","20349","11910","28","0","0","0","9342","40601","405","94","0","0","0","0","202","203","19113","22408","0","41629","0"
"HENDERSON","19181","31434","84","0","0","0","24431","70747","2024","125","0","0","0","0","867","786","34353","40284","0","75130","0"
"HERTFORD","11620","1787","6","0","0","0","1469","5521","8992","85","0","0","0","0","84","36","6273","8548","0","14882","0"
"HOKE","14115","5254","26","0","0","0","6383","12144","10087","1993","0","0","0","0","1044","919","11430","14293","0","25778","0"
"HYDE","2685","502","2","0","0","0","539","2665","1004","7","0","0","0","0","14","10","1688","2021","0","3728","0"
"IREDELL","34312","41903","116","0","0","0","24866","85457","12005","158","0","0","0","0","1015","1124","46863","53504","0","101197","0"
"JACKSON","11904","6996","20","0","0","0","7510","23469","464","1440","0","0","0","0","191","159","12074","13787","0","26430","0"
"JOHNSTON","39056","37446","107","0","0","0","22422","79824","15367","273","0","0","0","0","1759","1156","45235","53192","0","99031","0"
"JONES","4569","1439","10","0","0","0","1273","4595","2565","11","0","0","0","0","44","30","3330","3906","0","7291","0"
