"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","38411","38469","692","35","245","6","2","14","42091","76912","24781","273","19","1281","769","10412","5518","7109","49629","59985","10351","119965","1"
"ALEXANDER","3974","12821","123","5","71","4","2","11","9102","22613","971","39","2","158","43","1852","435","557","11697","12504","1912","26113","1"
"ALLEGHANY","1690","3600","41","1","19","0","0","2","3020","7329","78","12","0","6","17","768","163","258","3710","3963","700","8373","1"
"ANSON","8514","3438","59","5","37","1","1","5","4748","6972","6469","33","1","104","22","2975","232","177","6256","7528","3024","16808","1"
"ASHE","3678","9580","105","4","29","0","0","1","7453","18931","124","26","3","58","20","1446","242","358","9266","10217","1367","20850","1"
"AVERY","1275","7399","68","4","23","0","1","2","4191","11660","67","18","0","27","19","1038","134","136","5773","6251","939","12963","1"
"BEAUFORT","10128","13417","132","7","60","1","5","10","11435","24354","7121","43","3","63","72","2752","787","753","14876","17411","2908","35195","1"
"BERTIE","7494","1803","39","1","19","1","1","0","3459","4631","7073","17","1","32","17","969","77","56","5292","6556","969","12817","1"
"BLADEN","8975","5877","87","7","58","0","3","3","8604","12895","7582","421","4","30","97","2032","553","660","10041","11854","1719","23614","1"
"BRUNSWICK","28468","58192","742","35","320","4","6","14","54717","117922","9397","417","12","600","275","11235","2640","2472","60201","69730","12567","142498","1"
"BUNCOMBE","74643","46411","1659","228","650","17","9","48","94719","179371","10602","379","51","1655","1119","19060","6147","6021","92537","107986","17861","218384","1"
"BURKE","12424","25240","366","20","117","7","2","18","23455","51154","3219","102","2","1040","145","4405","1582","1588","26928","29988","4733","61649","1"
"CABARRUS","45104","53185","1182","101","720","11","20","51","62421","99822","33534","433","19","3974","773","16219","8021","8395","67833","79305","15657","162795","1"
"CALDWELL","9291","28100","361","15","116","9","3","8","18541","47155","2614","81","0","207","163","5199","1025","1275","24954","27569","3921","56444","1"
"CAMDEN","1357","3393","71","6","24","1","0","2","3932","7124","939","11","2","35","18","494","163","72","3982","4266","538","8786","1"
