"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37792","37951","692","34","237","6","1","13","41915","76135","24448","268","14","1205","698","10449","5424","6894","48934","59230","10477","118641","1"
"ALEXANDER","3981","12516","122","4","54","3","1","6","9023","22440","969","37","2","156","40","1640","426","543","11567","12389","1754","25710","1"
"ALLEGHANY","1682","3506","42","1","17","0","0","1","2983","7260","78","10","0","6","17","702","159","258","3664","3921","647","8232","1"
"ANSON","8487","3317","57","5","33","1","1","3","4723","6978","6529","36","1","108","24","2723","228","171","6276","7535","2816","16627","1"
"ASHE","3663","9435","105","5","29","0","0","1","7395","18939","120","24","3","58","19","1224","246","360","9261","10203","1169","20633","1"
"AVERY","1266","7285","69","3","21","0","1","2","4168","11586","68","18","0","27","18","963","135","133","5705","6237","873","12815","1"
"BEAUFORT","10061","13199","130","7","51","0","3","6","11371","24332","7127","41","2","63","71","2404","788","746","14849","17394","2585","34828","1"
"BERTIE","7463","1783","37","1","14","0","1","0","3454","4607","7042","17","1","31","17","959","79","56","5244","6544","965","12753","1"
"BLADEN","8911","5768","88","6","51","0","2","3","8634","12825","7546","408","4","28","98","2024","530","642","9960","11754","1749","23463","1"
"BRUNSWICK","28136","56927","732","32","250","2","4","10","54015","116532","9290","401","12","581","251","10464","2577","2402","59319","68791","11998","140108","1"
"BUNCOMBE","74115","45693","1663","211","575","8","6","33","94010","178879","10608","383","48","1650","1119","17544","6083","5944","92070","107567","16677","216314","1"
"BURKE","12334","24544","370","19","100","6","1","9","23219","50344","3151","95","2","1012","140","4323","1535","1548","26466","29484","4652","60602","1"
"CABARRUS","44705","52566","1197","99","626","6","14","32","62289","99422","33199","419","14","3896","756","16007","7821","8182","67165","78684","15685","161534","1"
"CALDWELL","9201","27474","357","12","99","5","3","3","18404","46474","2585","75","0","202","136","5063","1023","1234","24473","27127","3958","55558","1"
"CAMDEN","1353","3364","72","6","24","1","0","2","3936","7135","943","11","2","35","17","451","164","69","3983","4263","512","8758","1"
"CARTERET","9243","26797","367","14","78","7","0","5","21759","50435","2245","104","8","325","146","4180","827","803","25225","28545","4500","58270","1"
"CASWELL","5847","4575","64","1","19","0","0","2","5198","9763","4566","23","1","33","50","1016","254","275","6876","7767","1063","15706","1"
"CATAWBA","20417","50141","664","45","376","7","8","24","44534","89534","9070","153","9","2712","342","9385","5011","5384","50358","56117","9741","116216","1"
"CHATHAM","21419","14912","316","25","121","3","0","2","26449","46161","5978","128","7","1198","263","7223","2289","2588","25936","30072","7239","63247","1"
"CHEROKEE","3274","12680","157","5","32","2","0","1","8259","22714","254","121","1","98","35","915","272","270","11521","12360","529","24410","1"
"CHOWAN","3545","3274","46","3","22","1","1","2","3675","6908","2828","14","6","16","27","646","124","96","4582","5541","446","10569","1"
"CLAY","1380","5060","55","1","4","0","1","1","3772","9649","44","16","0","17","12","453","83","96","4689","5156","429","10274","1"
"CLEVELAND","19584","27371","413","16","193","2","3","9","22585","48308","13577","96","6","338","243","6306","1302","1218","29638","34329","6209","70176","1"
"COLUMBUS","13377","11474","118","8","49","2","1","4","12720","22566","10479","970","4","66","92","2922","654","631","16022","18911","2820","37753","1"
"CRAVEN","20012","29294","600","35","239","7","4","8","28761","54832","14475","193","7","1287","286","5289","2591","2401","33743","39901","5316","78960","1"
"CUMBERLAND","87565","51026","1861","118","992","15","17","40","82670","88875","87699","2428","93","3628","2155","24933","14493","14864","89132","110483","24689","224304","1"
