"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","39409","30443","161","0","0","20044","68217","18028","182","0","1321","1152","39849","49629","0","90057"
"ALEXANDER","7650","10389","36","0","0","5487","22103","1049","25","0","166","143","11265","12172","0","23562"
"ALLEGHANY","3343","2294","14","0","0","1580","7004","78","9","0","44","95","3388","3803","0","7231"
"ANSON","12454","2365","7","0","0","2101","8397","8108","38","0","78","25","7431","9062","0","16927"
"ASHE","6636","7944","30","0","0","4187","18453","99","13","0","89","98","8868","9891","0","18797"
"AVERY","1580","7221","21","0","0","2844","11385","63","21","0","54","53","5459","6133","0","11666"
"BEAUFORT","15967","9866","41","0","0","6438","23246","8411","32","0","249","158","14382","17645","0","32312"
"BERTIE","11083","1432","9","0","0","1677","5277","8503","17","0","37","21","6065","7937","0","14201"
"BLADEN","15032","2770","15","0","0","4135","13048","8112","257","0","143","150","9892","11953","0","21952"
"BRUNSWICK","27171","29074","140","0","0","22427","68665","8161","218","0","637","542","36506","41660","0","78812"
"BUNCOMBE","75774","47514","494","0","0","53028","158426","10367","325","0","3294","1472","80012","94599","0","176810"
"BURKE","22054","19994","124","0","0","14948","51883","3433","73","0","725","355","26641","30281","0","57120"
"CABARRUS","38056","44032","290","0","0","28455","88686","16764","253","0","1762","1905","50230","59470","0","110833"
"CALDWELL","17508","23664","113","0","0","11604","48967","2744","46","0","458","363","24752","27894","0","52889"
"CAMDEN","3080","1956","16","0","0","2224","5964","1124","13","0","58","23","3442","3758","0","7276"
"CARTERET","15065","19764","95","0","0","13439","44441","2613","85","0","382","239","22388","25356","0","48363"
"CASWELL","9139","3238","13","0","0","2926","9492","5537","15","0","97","53","6853","8367","0","15316"
"CATAWBA","30207","43946","152","0","0","25908","87415","8635","108","0","1504","1190","46121","53624","0","100213"
"CHATHAM","20182","11414","76","0","0","11976","35402","6153","80","0","579","585","19606","23204","0","43648"
"CHEROKEE","7191","8792","37","0","0","5370","20784","209","120","0","81","85","10007","11332","0","21390"
"CHOWAN","5786","2459","7","0","0","2272","7035","3273","12","0","56","30","4711","5747","0","10524"
"CLAY","2758","3387","20","0","0","2736","8692","33","14","0","32","32","4195","4642","0","8901"
"CLEVELAND","29349","18459","69","0","0","12519","46370","12666","82","0","346","332","27054","33083","0","60396"
"COLUMBUS","24157","5872","30","0","0","6339","23587","11288","970","0","195","117","16358","19951","0","36398"
"CRAVEN","27693","23067","120","0","0","17370","49950","15459","118","0","1234","936","30673","36945","0","68250"
"CUMBERLAND","100454","48104","376","0","0","46944","96767","79108","1996","0","10027","7635","86219","106692","0","195878"
"CURRITUCK","5230","5564","47","0","0","6196","15567","973","50","0","153","97","8069","8827","0","17037"
"DARE","10217","8018","88","0","0","8807","25918","530","36","0","269","121","12893","14145","0","27130"
"DAVIDSON","31670","46819","237","0","0","22828","89839","9381","233","0","1023","831","47211","54172","0","101554"
"DAVIE","6212","14574","35","0","0","6276","24735","1816","29","0","258","231","12645","14441","0","27097"
"DUPLIN","15477","7010","40","0","0","5885","18443","8867","43","0","476","617","12370","15534","0","28412"
"DURHAM","111937","28416","331","0","0","45535","98109","71880","449","0","4189","3345","80258","102391","0","186219"
"EDGECOMBE","28331","5838","31","0","0","3576","14476","22629","42","0","230","122","16248","21303","0","37776"
"FORSYTH","103263","75450","469","0","0","51409","157340","62731","403","0","4289","3772","101441","127192","0","230591"
"FRANKLIN","18715","11402","78","0","0","7587","26171","10396","97","0","471","425","17365","20059","0","37782"
"GASTON","46301","49445","233","0","0","30722","103454","18863","263","0","1429","1442","56321","68996","0","126701"
"GATES","4921","1495","8","0","0","1639","5034","2770","6","0","45","14","3588","4275","0","8063"
"GRAHAM","2452","2787","7","0","0","1342","6165","1","302","0","46","41","3165","3375","0","6588"
"GRANVILLE","19548","8233","64","0","0","6509","21740","11462","77","0","392","308","15124","18386","0","34354"
"GREENE","7357","1786","11","0","0","1844","6561","4186","15","0","120","143","4947","6037","0","10998"
"GUILFORD","163598","95321","657","0","0","73393","206628","109493","874","0","5901","3938","147438","184821","0","332969"
"HALIFAX","25429","4738","38","0","0","5236","14797","18653","1017","0","238","124","15100","20078","0","35441"
"HARNETT","27969","21315","200","0","0","13826","45413","14442","422","0","1323","1337","28373","34697","0","63310"
"HAYWOOD","19675","12067","58","0","0","10149","40914","419","102","0","200","228","19279","22564","0","41949"
"HENDERSON","18758","31289","157","0","0","26250","71710","2127","138","0","980","957","34912","41039","0","76454"
"HERTFORD","11036","1651","9","0","0","1516","5148","8671","100","0","83","38","5995","8150","0","14212"
"HOKE","14331","5672","50","0","0","7101","12756","10594","2045","0","1211","1059","12013","15089","0","27154"
"HYDE","2479","499","3","0","0","603","2581","940","5","0","17","11","1628","1933","0","3584"
"IREDELL","33519","43226","205","0","0","27447","87949","12436","165","0","1226","1314","48499","55143","0","104397"
"JACKSON","11422","6849","52","0","0","7879","23207","458","1509","0","186","180","11939","13737","0","26202"
"JOHNSTON","37764","38421","217","0","0","24360","80514","16000","279","0","1830","1517","45990","53963","0","100762"
"JONES","4452","1515","10","0","0","1409","4643","2586","12","0","53","44","3380","3951","0","7386"
"LEE","15923","9460","41","0","0","7334","24222","6927","100","0","780","956","14774","17870","0","32758"
"LENOIR","22863","9056","33","0","0","5909","21424","15661","51","0","348","219","16465","21278","0","37861"
"LINCOLN","16247","21312","56","0","0","12824","46268","2834","75","0","489","599","23662","26512","0","50439"
"MACON","8028","9653","26","0","0","6574","23593","196","39","0","136","112","11170","13009","0","24281"
"MADISON","7465","4537","36","0","0","4024","15587","124","21","0","94","48","7705","8136","0","16062"
"MARTIN","11864","2966","16","0","0","2698","9552","7735","34","0","107","56","7772","9727","0","17544"
"MCDOWELL","10471","9832","42","0","0","7571","26603","841","19","0","224","155","13042","14874","0","27916"
"MECKLENBURG","280003","172477","1296","0","0","163201","376866","189942","1639","0","17684","13587","272825","333868","0","616977"
"MITCHELL","1275","7322","7","0","0","2799","11230","23","14","0","40","51","5317","6056","0","11403"
"MONTGOMERY","8246","4640","17","0","0","3245","12070","3459","43","0","235","200","7413","8671","0","16148"
"MOORE","18053","25649","147","0","0","17149","51469","7868","291","0","817","458","27810","33148","0","60998"
"NASH","35331","19373","74","0","0","10511","39501","23879","251","0","863","513","29386","35740","0","65289"
"NEW HANOVER","53712","50030","557","0","0","43842","122014","20018","282","0","1746","1349","66518","78841","0","148141"
"NORTHAMPTON","11529","1310","6","0","0","1842","5975","8426","24","0","37","21","6332","8080","0","14687"
"ONSLOW","30695","31510","248","0","0","26751","66120","16477","264","0","3442","2851","39416","48776","0","89204"
"ORANGE","53000","18283","323","0","0","31180","81006","12653","250","0","2739","1791","45890","55982","0","102786"
"PAMLICO","4555","2705","9","0","0","2017","7244","1807","25","0","59","31","4258","4940","0","9286"
"PASQUOTANK","14475","5516","67","0","0","7428","15992","10362","47","0","329","122","12243","14887","0","27486"
"PENDER","13765","12004","97","0","0","8412","26939","6324","53","0","292","268","15851","18135","0","34278"
"PERQUIMANS","4732","2287","13","0","0","2572","7135","2290","17","0","48","28","4447","5157","0","9604"
"PERSON","13376","5781","34","0","0","5754","17516","6792","113","0","169","148","11266","13556","0","24945"
"PITT","54644","27837","224","0","0","22632","66146","35094","217","0","1867","891","46647","58345","0","105337"
"POLK","4764","5197","32","0","0","4654","13663","705","13","0","123","109","6666","7931","0","14647"
"RANDOLPH","22230","43672","178","0","0","21295","79494","5201","259","0","1184","1253","40348","46738","0","87375"
"RICHMOND","19237","5127","21","0","0","5600","19401","9610","297","0","298","188","13510","16371","0","29985"
"ROBESON","51638","7905","72","0","0","10446","23626","20189","23778","0","1178","640","29719","40039","0","70061"
"ROCKINGHAM","27242","18446","93","0","0","12584","45330","11635","110","0","455","368","26490","31875","0","58365"
"ROWAN","31541","37209","115","0","0","21184","72766","14765","169","0","1108","719","41683","47956","0","90049"
"RUTHERFORD","17822","14191","71","0","0","10174","36922","4357","59","0","300","284","19181","22726","0","42258"
"SAMPSON","18276","13121","42","0","0","5300","23152","11580","545","0","767","614","16192","20284","0","36739"
