"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","36500","38077","635","51","0","0","0","0","43185","75446","24302","260","19","1297","644","10167","6313","7485","49029","59148","10271","118448","1"
"ALEXANDER","3703","12655","120","4","0","0","0","0","9085","22181","932","32","2","157","37","1745","481","580","11464","12254","1849","25567","1"
"ALLEGHANY","1540","3590","37","1","0","0","0","0","2957","7118","78","11","0","8","13","722","175","256","3614","3844","667","8125","1"
"ANSON","7627","3389","54","6","0","0","0","0","4673","6624","6042","34","2","87","25","2670","265","210","5876","7130","2743","15749","1"
"ASHE","3393","9521","98","5","0","0","0","0","7457","18629","112","27","2","56","17","1368","263","351","9128","10027","1319","20474","1"
"AVERY","1119","7034","66","4","0","0","0","0","4001","10991","55","17","0","28","14","974","145","136","5438","5891","895","12224","1"
"BEAUFORT","9080","13221","121","10","0","0","0","0","11080","23534","6495","38","3","61","51","2504","826","769","14169","16668","2675","33512","1"
"BERTIE","7010","1793","41","1","0","0","0","0","3418","4566","6638","16","1","29","15","928","70","52","5046","6274","943","12263","1"
"BLADEN","8141","5935","75","10","0","0","0","0","8416","12447","7026","393","6","27","87","2008","583","651","9498","11317","1762","22577","1"
"BRUNSWICK","27438","58748","724","40","0","0","0","0","56038","118874","9211","410","12","648","236","10641","2956","2671","60654","70102","12232","142988","1"
"BUNCOMBE","71046","44866","1538","237","0","0","0","0","94789","174985","10190","361","44","1670","1003","17764","6459","6173","90411","105462","16603","212476","1"
"BURKE","11392","25000","354","22","0","0","0","0","23143","49805","3058","97","2","974","129","4199","1647","1666","26178","29127","4606","59911","1"
"CABARRUS","43117","51865","1078","125","0","0","0","0","63268","96987","32799","420","21","4232","699","15694","8601","8683","66407","77704","15342","159453","1"
"CALDWELL","8671","27795","341","18","0","0","0","0","18673","45923","2528","77","0","207","142","5458","1163","1355","24401","27093","4004","55498","1"
"CAMDEN","1192","3349","64","6","0","0","0","0","3774","6707","860","8","2","39","16","584","169","82","3743","3997","645","8385","1"
"CARTERET","8417","26594","345","26","0","0","0","0","21424","49082","2069","101","7","327","122","4192","906","845","24644","27722","4440","56806","1"
"CASWELL","5470","4719","59","2","0","0","0","0","5204","9641","4327","24","1","37","47","1099","278","296","6692","7622","1140","15454","1"
"CATAWBA","19563","51064","670","51","0","0","0","0","45282","89588","8901","156","9","2716","315","9477","5468","5699","50368","56162","10100","116630","1"
"CHATHAM","20836","14937","309","29","0","0","0","0","27281","46077","5773","130","9","1323","249","7240","2591","2755","25933","30151","7308","63392","1"
"CHEROKEE","2984","13020","148","8","0","0","0","0","8247","22636","250","116","2","100","30","967","306","280","11534","12321","552","24407","1"
