"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","40028","30186","117","0","0","19176","68007","17806","182","0","1248","1070","39642","49313","0","89507"
"ALEXANDER","8069","10526","33","0","0","5294","22451","1086","25","0","159","126","11413","12389","0","23922"
"ALLEGHANY","3471","2277","12","0","0","1503","7040","80","7","0","45","87","3395","3835","0","7263"
"ANSON","12256","2293","7","0","0","1940","8288","7864","39","0","67","27","7263","8953","0","16496"
"ASHE","7596","8691","26","0","0","4343","20302","111","14","0","89","90","9649","10968","0","20656"
"AVERY","1612","7289","14","0","0","2779","11405","60","19","0","54","53","5479","6131","0","11694"
"BEAUFORT","16098","9588","16","0","0","5971","22832","8222","34","0","232","143","14025","17380","0","31673"
"BERTIE","11259","1389","8","0","0","1547","5307","8499","19","0","31","20","6046","7981","0","14203"
"BLADEN","15476","2781","4","0","0","3941","13226","8181","252","0","149","132","9922","12170","0","22202"
"BRUNSWICK","27347","28357","102","0","0","20887","66931","7953","217","0","582","485","35541","40527","0","76693"
"BUNCOMBE","77000","48075","297","0","0","50422","157938","10304","330","0","2945","1336","79313","94332","0","175794"
"BURKE","22791","20101","84","0","0","14303","52150","3435","70","0","689","316","26611","30473","0","57279"
"CABARRUS","38525","43548","178","0","0","27141","87967","16356","240","0","1599","1682","49629","58646","0","109392"
"CALDWELL","17922","23657","79","0","0","11050","48870","2727","51","0","412","310","24672","27820","0","52708"
"CAMDEN","3177","1940","11","0","0","2193","6004","1143","11","0","58","22","3499","3757","0","7321"
"CARTERET","15517","19353","66","0","0","12748","43903","2577","88","0","339","209","22116","24981","0","47684"
"CASWELL","9328","3138","13","0","0","2762","9416","5560","14","0","87","48","6822","8324","0","15241"
"CATAWBA","31860","45139","104","0","0","25505","89880","8735","112","0","1450","1035","47077","55073","0","102608"
"CHATHAM","20098","10933","46","0","0","11071","34229","6080","77","0","535","486","19028","22403","0","42148"
"CHEROKEE","7319","8659","29","0","0","4997","20437","205","110","0","82","79","9798","11171","0","21004"
"CHOWAN","5947","2396","6","0","0","2163","6950","3350","12","0","53","26","4679","5766","0","10512"
"CLAY","2836","3335","15","0","0","2598","8615","29","14","0","29","28","4140","4594","0","8784"
"CLEVELAND","30433","18617","53","0","0","12206","47110","12837","84","0","350","319","27555","33513","0","61309"
"COLUMBUS","24752","5804","21","0","0","6159","23898","11346","988","0","177","98","16502","20146","0","36736"
"CRAVEN","28201","22783","69","0","0","16143","49204","15359","111","0","1128","823","30199","36431","0","67196"
"CUMBERLAND","101492","48343","248","0","0","45668","97693","78261","1998","0","9869","7508","86434","106348","0","195751"
"CURRITUCK","5304","5268","38","0","0","5765","14928","962","52","0","157","91","7731","8506","0","16375"
"DARE","10334","7860","53","0","0","8348","25415","515","36","0","253","116","12624","13891","0","26595"
"DAVIDSON","32806","46896","173","0","0","21787","90128","9287","241","0","973","750","47187","54344","0","101662"
"DAVIE","6302","14555","28","0","0","5902","24538","1777","29","0","210","194","12533","14249","0","26787"
"DUPLIN","15755","6874","23","0","0","5648","18513","8805","42","0","387","501","12299","15486","0","28300"
"DURHAM","110788","28211","244","0","0","42509","96185","70520","417","0","3889","3033","78634","100039","0","181752"
"EDGECOMBE","28492","5737","19","0","0","3323","14548","22375","41","0","215","91","16107","21230","0","37571"
"FORSYTH","103378","74658","307","0","0","48183","155326","61426","395","0","3825","3199","99747","124867","0","226526"
"FRANKLIN","18797","11014","55","0","0","7057","25524","10258","94","0","447","383","16929","19660","0","36923"
"GASTON","48224","49708","168","0","0","29788","104889","18886","260","0","1270","1297","56752","69851","0","127888"
"GATES","5041","1497","6","0","0","1604","5074","2815","3","0","46","13","3631","4314","0","8148"
"GRAHAM","2474","2766","5","0","0","1272","6133","1","294","0","44","40","3126","3380","0","6517"
"GRANVILLE","19711","8068","43","0","0","6082","21498","11320","78","0","362","295","14833","18244","0","33904"
"GREENE","7470","1721","7","0","0","1761","6568","4170","15","0","100","117","4906","6045","0","10959"
"GUILFORD","172622","101172","447","0","0","74256","220400","111595","924","0","5526","3461","154150","193654","0","348497"
"HALIFAX","26705","4775","26","0","0","5077","15435","19171","1028","0","244","105","15566","20785","0","36583"
"HARNETT","28485","21040","153","0","0","13096","45305","14216","415","0","1221","1213","28127","34441","0","62774"
"HAYWOOD","20301","11959","30","0","0","9710","40962","407","100","0","205","210","19255","22636","0","42000"
"HENDERSON","19247","31615","104","0","0","25119","71557","2074","131","0","915","833","34755","40820","0","76085"
"HERTFORD","11600","1770","6","0","0","1503","5505","9002","84","0","86","36","6271","8542","0","14879"
"HOKE","14268","5387","33","0","0","6609","12409","10243","2052","0","1079","946","11672","14571","0","26297"
"HYDE","2568","491","2","0","0","551","2586","964","6","0","15","9","1632","1956","0","3612"
"IREDELL","34010","42383","132","0","0","25788","86424","12108","160","0","1058","1152","47429","54080","0","102313"
"JACKSON","11874","7004","29","0","0","7763","23672","465","1480","0","195","161","12180","13925","0","26670"
"JOHNSTON","39101","38238","145","0","0","23397","81174","15753","282","0","1804","1272","46064","54196","0","100881"
"JONES","4580","1459","10","0","0","1311","4638","2578","11","0","45","34","3355","3945","0","7360"
"LEE","16246","9299","32","0","0","6963","24183","6858","95","0","694","879","14704","17725","0","32540"
"LENOIR","23167","8892","25","0","0","5635","21436","15535","58","0","318","184","16358","21237","0","37719"
"LINCOLN","16745","21054","33","0","0","12106","45928","2780","65","0","449","532","23432","26281","0","49938"
"MACON","8396","9776","16","0","0","6270","23799","186","40","0","123","99","11236","13119","0","24458"
"MADISON","7678","4495","20","0","0","3874","15598","126","26","0","88","42","7687","8190","0","16067"
"MARTIN","12275","2943","7","0","0","2605","9714","7856","37","0","100","54","7833","9951","0","17830"
"MCDOWELL","10812","9822","23","0","0","7193","26565","851","19","0","209","132","12983","14864","0","27850"
"MECKLENBURG","274999","171260","865","0","0","153823","371577","182435","1584","0","15821","11995","266194","324805","0","600947"
"MITCHELL","1308","7530","11","0","0","2798","11484","22","13","0","35","47","5414","6205","0","11647"
"MONTGOMERY","8447","4653","14","0","0","3081","12143","3487","37","0","218","167","7442","8694","0","16195"
"MOORE","18408","25596","105","0","0","16342","51062","7873","284","0","732","399","27562","32863","0","60451"
"NASH","36540","19950","56","0","0","10205","40970","23924","246","0","853","465","30071","36521","0","66751"
"NEW HANOVER","54787","49774","340","0","0","41035","120642","19585","280","0","1612","1153","65634","77561","0","145936"
"NORTHAMPTON","11707","1287","4","0","0","1754","6034","8438","23","0","40","20","6350","8120","0","14752"
"ONSLOW","31200","30962","171","0","0","25176","64814","16328","272","0","3216","2650","38458","48052","0","87509"
"ORANGE","53122","18334","214","0","0","29169","79906","12381","245","0","2636","1571","45181","54790","0","100839"
"PAMLICO","4662","2647","8","0","0","1879","7168","1815","26","0","52","28","4199","4914","0","9196"
"PASQUOTANK","14979","5586","43","0","0","7218","16305","10401","41","0","341","119","12367","15174","0","27826"
"PENDER","14364","11934","61","0","0","8121","27116","6400","58","0","251","220","15910","18290","0","34480"
"PERQUIMANS","4784","2235","10","0","0","2463","7073","2253","14","0","44","25","4381","5111","0","9492"
"PERSON","13632","5713","24","0","0","5523","17519","6733","122","0","161","135","11267","13495","0","24892"
"PITT","54675","27453","162","0","0","21509","65731","34048","224","0","1700","825","45865","57579","0","103799"
"POLK","4928","5335","16","0","0","4615","13916","702","12","0","121","93","6763","8085","0","14894"
"RANDOLPH","22761","43419","130","0","0","20178","78917","5089","254","0","1049","1079","39909","46330","0","86488"
"RICHMOND","19804","5107","14","0","0","5291","19645","9620","292","0","277","163","13598","16544","0","30216"
"ROBESON","52241","7705","49","0","0","9822","23775","19996","23655","0","1130","559","29528","39972","0","69817"
"ROCKINGHAM","27743","18139","60","0","0","12135","45235","11556","108","0","404","320","26297","31780","0","58077"
"ROWAN","32501","37136","68","0","0","20472","73246","14548","171","0","1024","625","41682","48067","0","90177"
"RUTHERFORD","18578","14258","44","0","0","9875","37526","4321","54","0","265","254","19393","23024","0","42755"
"SAMPSON","18483","12934","24","0","0","5036","23049","11522","538","0","710","543","16027","20212","0","36477"
"SCOTLAND","14140","3667","12","0","0","4642","12000","8514","1175","0","181","117","9525","12657","0","22461"
"STANLY","13968","16684","37","0","0","8219","34183","3891","49","0","243","101","18033","20671","0","38908"
"STOKES","9912","14334","50","0","0","5919","28349","1357","53","0","182","133","14105","16088","0","30215"
"SURRY","17751","17182","53","0","0","8714","41060","1815","40","0","328","354","19939","23615","0","43700"
"SWAIN","4418","2469","12","0","0","2692","7741","59","1620","0","69","30","4498","5078","0","9591"
"TRANSYLVANIA","7969","8529","23","0","0","6968","22158","868","41","0","172","90","10907","12416","0","23489"
"TYRRELL","1872","297","0","0","0","480","1683","901","3","0","26","9","1194","1435","0","2649"
"UNION","37980","54128","212","0","0","31335","103407","14698","293","0","2545","2330","57860","64958","0","123655"
"VANCE","21042","4041","24","0","0","4100","13664","14829","34","0","283","171","12771","16284","0","29207"
"WAKE","244211","177065","1070","0","0","159245","420900","116809","1261","0","16528","9844","268655","309223","0","581591"
"WARREN","10069","1618","17","0","0","1694","5353","7187","555","0","87","31","6086","7243","0","13398"
"WASHINGTON","6763","1103","9","0","0","1179","4394","4498","12","0","33","14","3950","5063","0","9054"
"WATAUGA","12821","14263","82","0","0","13042","38191","624","54","0","412","271","19546","20456","0","40208"
"WAYNE","34887","21951","85","0","0","12860","43028","23260","129","0","1131","796","30402","37988","0","69783"
"WILKES","12124","21600","34","0","0","8000","39529","1624","23","0","229","247","19524","22042","0","41758"
"WILSON","31134","13549","33","0","0","8354","29914","21589","67","0","839","441","23605","29250","0","53070"
"YADKIN","5208","13385","16","0","0","4793","22186","743","20","0","196","218","10908","12228","0","23402"
"YANCEY","6578","5286","14","0","0","2776","14376","101","14","0","55","39","6909","7667","0","14654"
