"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","37961","32570","473","0","0","0","27854","70702","20368","274","0","0","0","0","7514","2901","43352","53215","2291","98858","0"
"ALEXANDER","6197","10681","75","0","0","0","7107","22258","976","33","0","0","0","0","793","238","11445","12308","307","24060","0"
"ALLEGHANY","2667","2541","36","0","0","0","2054","6949","81","12","0","0","0","0","256","166","3432","3778","88","7298","0"
"ANSON","11682","2454","21","0","0","0","3097","7354","7568","37","0","0","0","0","2295","61","6951","8213","2090","17254","0"
"ASHE","5379","7972","68","0","0","0","5284","18141","110","18","0","0","0","0","434","178","8809","9747","147","18703","0"
"AVERY","1397","6786","47","0","0","0","3287","11101","71","20","0","0","0","0","325","77","5331","6070","116","11517","0"
"BEAUFORT","13268","10628","97","0","0","0","8728","23081","8096","41","0","0","0","0","1503","332","14586","17283","852","32721","0"
"BERTIE","9983","1539","23","0","0","0","2344","4930","8393","18","0","0","0","0","548","24","6014","7503","372","13889","0"
"BLADEN","13126","3537","39","0","0","0","5948","13152","8357","421","0","0","0","0","720","327","10354","12155","141","22650","0"
"BRUNSWICK","26625","35988","352","0","0","0","33185","82652","8786","285","0","0","0","0","4427","996","43716","50382","2052","96150","0"
"BUNCOMBE","74316","45815","1321","0","0","0","69345","166353","10769","406","0","0","0","0","13269","3046","85371","100402","5024","190797","0"
"BURKE","18367","20481","254","0","0","0","18371","51202","3457","91","0","0","0","0","2723","723","26940","30187","346","57473","0"
"CABARRUS","40722","48580","719","0","0","0","41876","97239","23533","355","0","0","0","0","10770","4105","59265","69854","2778","131897","0"
"CALDWELL","14182","24413","343","0","0","0","15145","49605","2798","73","0","0","0","0","1607","694","25610","28120","353","54083","0"
"CAMDEN","2363","2367","42","0","0","0","2832","6225","1090","12","0","0","0","0","277","29","3658","3877","69","7604","0"
"CARTERET","12147","21895","242","0","0","0","17281","46721","2683","103","0","0","0","0","2058","443","23655","26714","1196","51565","0"
"CASWELL","7882","3658","33","0","0","0","3807","9551","5236","23","0","0","0","0","570","122","6915","8209","256","15380","0"
"CATAWBA","25896","43904","403","0","0","0","31868","86033","9196","135","0","0","0","0","6707","2414","46976","53940","1155","102071","0"
"CHATHAM","20401","13080","223","0","0","0","17738","40463","6346","106","0","0","0","0","4527","1343","22547","26416","2479","51442","0"
"CHEROKEE","5907","9699","123","0","0","0","7064","21971","249","135","0","0","0","0","438","168","10715","12015","63","22793","0"
"CHOWAN","4866","2600","23","0","0","0","2635","6672","3139","11","0","0","0","0","302","37","4514","5519","91","10124","0"
"CLAY","1968","3463","40","0","0","0","2935","8115","40","16","0","0","0","0","235","50","3971","4328","107","8406","0"
"CLEVELAND","26134","20702","227","0","0","0","16698","47486","13769","96","0","0","0","0","2410","551","28748","34032","981","63761","0"
"COLUMBUS","21071","6939","52","0","0","0","8682","23147","11582","1027","0","0","0","0","988","248","16613","19884","247","36744","0"
"CRAVEN","23012","23570","342","0","0","0","20307","48258","14934","156","0","0","0","0","3883","1344","30242","35951","1038","67231","0"
"CUMBERLAND","97184","48466","1073","0","0","0","63564","94355","86574","2295","0","0","0","0","27063","10946","89671","110268","10348","210287","0"
"CURRITUCK","3963","6926","142","0","0","0","7898","17222","1019","46","0","0","0","0","642","136","9051","9635","243","18929","0"
"DARE","8778","8957","207","0","0","0","11118","27530","571","36","0","0","0","0","923","216","13794","14990","276","29060","0"
"DAVIDSON","26822","49421","433","0","0","0","28852","90854","9898","271","0","0","0","0","4505","1568","48807","55637","1084","105528","0"
"DAVIE","5438","14922","107","0","0","0","8700","25875","1945","36","0","0","0","0","1311","443","13576","15332","259","29167","0"
"DUPLIN","14046","8193","114","0","0","0","7509","18814","8979","48","0","0","0","0","2021","1396","13102","15971","789","29862","0"
"DURHAM","121404","27938","1056","0","0","0","68231","108550","81053","592","0","0","0","0","28434","7451","93083","117393","8153","218629","0"
"EDGECOMBE","26760","6155","78","0","0","0","4936","13775","23026","63","0","0","0","0","1065","342","16522","21036","371","37929","0"
"FORSYTH","103567","75517","1219","0","0","0","71888","162524","68793","510","0","0","0","0","20364","8218","109652","135349","7190","252191","0"
"FRANKLIN","18056","13094","185","0","0","0","11681","28923","11435","128","0","0","0","0","2530","853","19707","22167","1142","43016","0"
"GASTON","44291","53665","657","0","0","0","41872","107916","23244","353","0","0","0","0","8972","3074","62626","74724","3135","140485","0"
"GATES","4579","1738","26","0","0","0","2151","5240","2901","14","0","0","0","0","339","32","3822","4375","297","8494","0"
"GRAHAM","1914","2784","20","0","0","0","1597","5859","4","309","0","0","0","0","143","42","3032","3218","65","6315","0"
"GRANVILLE","18661","9362","141","0","0","0","9891","23653","12326","83","0","0","0","0","1993","664","16771","19760","1524","38055","0"
"GREENE","6536","2071","22","0","0","0","2688","6459","4301","10","0","0","0","0","547","345","5176","6055","86","11317","0"
"GUILFORD","166361","94461","1698","0","0","0","100319","205307","126503","1041","0","0","0","0","29988","8440","159252","198788","4799","362839","0"
"HALIFAX","25191","4636","82","0","0","0","7946","14920","20445","1125","0","0","0","0","1365","231","16616","20783","456","37855","0"
"HARNETT","26163","25349","493","0","0","0","20618","49223","16404","486","0","0","0","0","6510","2887","32329","38768","1526","72623","0"
"HAYWOOD","16570","13186","226","0","0","0","13567","41774","452","101","0","0","0","0","1222","329","20101","23155","293","43549","0"
"HENDERSON","17961","31248","424","0","0","0","32817","75603","2423","153","0","0","0","0","4271","1741","37217","44024","1209","82450","0"
"HERTFORD","11129","1472","34","0","0","0","2572","4995","9608","105","0","0","0","0","499","80","6514","8522","171","15207","0"
"HOKE","15032","6676","187","0","0","0","9567","14000","12343","2283","0","0","0","0","2836","1734","14194","17224","44","31462","0"
"HYDE","1981","528","11","0","0","0","866","2484","811","3","0","0","0","0","88","21","1580","1756","50","3386","0"
"IREDELL","29934","48458","544","0","0","0","37532","96319","13689","214","0","0","0","0","6246","2592","54471","60741","1256","116468","0"
"JACKSON","10067","7357","164","0","0","0","10155","23661","646","1569","0","0","0","0","1867","435","12327","14299","1117","27743","0"
"JOHNSTON","37999","46914","655","0","0","0","36269","93692","19667","355","0","0","0","0","8123","4169","55797","64321","1719","121837","0"
"JONES","3543","1804","21","0","0","0","1830","4563","2385","14","0","0","0","0","236","74","3312","3804","82","7198","0"
"LEE","14679","10172","159","0","0","0","10634","24853","7638","138","0","0","0","0","3015","2110","15991","19251","402","35644","0"
"LENOIR","20906","9465","105","0","0","0","7776","20480","16345","63","0","0","0","0","1364","491","16760","20898","594","38252","0"
"LINCOLN","13982","24446","240","0","0","0","17185","50184","3136","90","0","0","0","0","2443","1231","26229","28867","757","55853","0"
"MACON","6509","10266","119","0","0","0","8384","24271","173","58","0","0","0","0","776","246","11625","13459","194","25278","0"
"MADISON","6521","4321","95","0","0","0","5649","15787","171","27","0","0","0","0","601","118","7853","8336","397","16586","0"
"MARTIN","10093","3331","39","0","0","0","3336","9054","7346","21","0","0","0","0","378","98","7518","9152","129","16799","0"
"MCDOWELL","8379","10920","144","0","0","0","9402","27383","863","32","0","0","0","0","567","277","13617","15228","0","28845","0"
"MECKLENBURG","310967","169348","4128","0","0","0","221232","394991","230849","2023","0","0","0","0","77812","28357","312703","376968","16004","705675","0"
"MITCHELL","1117","6624","30","0","0","0","3116","10510","31","9","0","0","0","0","337","86","5121","5657","109","10887","0"
"MONTGOMERY","7112","4941","53","0","0","0","4077","11729","3420","48","0","0","0","0","986","459","7464","8530","189","16183","0"
"MOORE","16416","26820","327","0","0","0","22120","54561","8143","329","0","0","0","0","2650","938","29929","35739","15","65683","0"
"NASH","33135","18618","194","0","0","0","13676","36310","26051","312","0","0","0","0","2950","1047","29386","35571","666","65623","0"
"NEW HANOVER","52074","52424","1131","0","0","0","58652","131093","21191","383","0","0","0","0","11614","2629","71939","84873","7469","164281","0"
