"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion"
"ALAMANCE","35617","31949","514","10","0","19","28739","68025","19979","246","0","0","0","0","8598","3349","42004","51789","3055","96848","0"
"ALEXANDER","5445","10407","83","0","0","5","6974","21044","903","36","0","0","0","0","931","260","10802","11666","446","22914","0"
"ALLEGHANY","2284","2523","28","1","0","0","2007","6439","70","6","0","0","0","0","328","149","3194","3485","164","6843","0"
"ANSON","10092","2286","24","3","0","26","3004","6442","6597","29","0","0","0","0","2367","67","6000","7297","2138","15435","0"
"ASHE","4668","7716","70","2","0","3","5218","16990","99","19","0","0","0","0","569","180","8234","9203","240","17677","0"
"AVERY","1302","6472","47","2","0","0","3209","10486","78","20","0","0","0","0","448","88","5108","5737","187","11032","0"
"BEAUFORT","12089","10454","88","3","0","7","8726","22087","7544","44","0","0","0","0","1692","369","13774","16417","1176","31367","0"
"BERTIE","8700","1363","27","1","0","1","2403","4514","7454","18","0","0","0","0","509","30","5323","6824","348","12495","0"
"BLADEN","11062","3912","39","1","0","1","6099","12275","7703","369","0","0","0","0","767","339","9523","11389","202","21114","0"
"BRUNSWICK","25089","37730","410","12","0","11","35089","83551","8237","283","0","0","0","0","6270","1086","43802","50840","3699","98341","0"
"BUNCOMBE","71450","43379","1413","105","0","19","70133","160520","10223","362","0","0","0","0","15394","3343","82252","97615","6632","186499","0"
"BURKE","15705","19317","268","8","0","10","17019","46310","3140","81","0","0","0","0","2796","772","24262","27422","643","52327","0"
"CABARRUS","39144","47016","816","29","0","33","42798","91841","24092","324","0","0","0","0","13579","4626","57158","67779","4899","129836","0"
"CALDWELL","11656","22949","338","10","0","15","14238","44583","2597","62","0","0","0","0","1964","712","23082","25525","599","49206","0"
"CAMDEN","1898","2372","52","0","0","1","2956","6016","943","9","0","0","0","0","311","31","3475","3691","113","7279","0"
