"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","35790","32221","533","13","24","29562","68345","20275","250","0","9273","3490","42388","52243","3512","98143"
"ALEXANDER","5411","10541","85","0","8","7103","21206","901","35","0","1006","280","10878","11771","499","23148"
"ALLEGHANY","2259","2557","30","1","0","2052","6478","69","6","0","346","154","3218","3503","178","6899"
"ANSON","10098","2327","26","3","23","3126","6493","6673","28","0","2409","75","6060","7381","2162","15603"
"ASHE","4622","7765","73","1","3","5333","17064","99","20","0","614","181","8270","9255","272","17797"
"AVERY","1320","6510","48","2","1","3266","10575","77","20","0","475","89","5158","5779","210","11147"
"BEAUFORT","11950","10461","88","3","6","8738","21963","7513","45","0","1725","380","13701","16350","1195","31246"
"BERTIE","8679","1393","25","1","1","2458","4542","7480","17","0","518","33","5362","6843","352","12557"
"BLADEN","11078","4061","43","1","4","6263","12399","7796","378","0","877","374","9697","11506","247","21450"
"BRUNSWICK","25446","38725","430","14","18","36172","85412","8348","296","0","6749","1171","44803","51908","4094","100805"
"BUNCOMBE","71979","43785","1488","125","35","71591","162346","10323","363","0","15971","3492","83243","98729","7031","189003"
"BURKE","15604","19525","272","12","19","17414","46515","3156","78","0","3097","826","24421","27596","829","52846"
"CABARRUS","39678","47371","857","34","47","43967","92365","24565","329","0","14695","4769","57746","68591","5617","131954"
"CALDWELL","11626","23234","347","17","16","14562","44957","2616","63","0","2166","765","23308","25762","732","49802"
"CAMDEN","1888","2381","56","1","1","2967","6019","948","9","0","318","33","3476","3699","119","7294"
"CARTERET","10684","21686","225","2","4","16934","44468","2367","92","0","2608","474","22325","25461","1749","49535"
"CASWELL","6906","3201","32","1","3","4204","8906","4749","19","0","673","139","6468","7527","352","14347"
"CATAWBA","22421","42729","433","10","27","32988","81365","8728","116","0","8399","2893","44874","51192","2542","98608"
"CHATHAM","19925","12701","252","17","15","19198","40127","5950","111","0","5920","1534","22366","26325","3417","52108"
"CHEROKEE","4344","9472","127","6","6","6759","19879","205","120","0","510","156","9791","10860","63","20714"
"CHOWAN","4221","2517","26","1","1","2650","6194","2850","10","0","362","52","4109","5171","136","9416"
"CLAY","1649","3623","49","2","3","2998","7963","40","14","0","307","54","3853","4302","169","8324"
"CLEVELAND","23156","20561","273","7","13","16789","44556","13057","80","0","3106","579","27062","32099","1638","60799"
"COLUMBUS","17345","7340","69","3","7","9115","21245","10472","912","0","1250","276","15174","18235","470","33879"
"CRAVEN","21154","23632","372","12","10","20730","46995","14170","152","0","4593","1460","29099","35307","1504","65910"
"CUMBERLAND","90247","45983","1237","36","72","64195","86792","83352","2182","0","29444","11395","83524","105249","12997","201770"
"CURRITUCK","3509","7255","160","6","4","7871","16951","1006","43","0","805","136","8946","9498","361","18805"
"DARE","7930","9038","219","7","3","11109","26567","544","36","0","1159","235","13241","14589","476","28306"
"DAVIDSON","23246","48968","442","14","25","30352","86343","9828","237","0","6639","1880","46742","53552","2753","103047"
"DAVIE","4896","14642","121","6","8","8816","24769","1804","34","0","1882","479","13043","14685","761","28489"
"DUPLIN","12381","7875","104","1","10","7775","17489","8195","48","0","2414","1448","12239","14872","1035","28146"
"DURHAM","119142","25626","1102","87","42","72152","106153","77358","561","0","34079","8417","90454","115180","12517","218151"
"EDGECOMBE","23138","5606","79","5","5","4908","12006","20449","68","0","1218","370","14349","18875","517","33741"
"FORSYTH","99163","71928","1298","58","58","74702","155694","66697","497","0","24319","9250","105886","131091","10230","247207"
"FRANKLIN","16449","12982","217","8","19","12385","27727","10704","124","0","3505","957","18627","21405","2028","42060"
"GASTON","40084","51866","760","21","44","41539","100079","22730","317","0","11188","3448","58891","70506","4917","134314"
"GATES","3836","1652","29","0","2","2133","4746","2522","14","0","370","41","3420","3937","295","7652"
"GRAHAM","1525","2618","27","0","1","1498","5285","3","266","0","115","20","2704","2904","61","5669"
"GRANVILLE","17158","9061","144","6","7","10176","22261","11687","75","0","2529","718","15781","18739","2032","36552"
"GREENE","5879","2058","19","1","2","2811","6095","3982","9","0","684","390","4819","5774","177","10770"
